,Id,Country_Region,Date,ConfirmedCases,Fatalities
1101,1731,Uruguay,26/03/2020,217.0,0.0
1102,1732,Uruguay,27/03/2020,238.0,0.0
1103,1733,Uruguay,28/03/2020,274.0,0.0
1104,1734,Uruguay,29/03/2020,304.0,1.0
1105,1735,Uruguay,30/03/2020,310.0,1.0
1106,1736,Uruguay,31/03/2020,338.0,1.0
1107,1737,Uruguay,1/04/2020,338.0,2.0
1108,1738,Uruguay,2/04/2020,350.0,4.0
1109,1739,Uruguay,3/04/2020,369.0,4.0
1110,1740,Uruguay,4/04/2020,400.0,5.0
1111,1741,Uruguay,5/04/2020,400.0,5.0
1112,1742,Uruguay,6/04/2020,406.0,6.0
1113,1743,Uruguay,7/04/2020,424.0,7.0
1114,1744,Uruguay,8/04/2020,424.0,7.0
1115,1745,Uruguay,9/04/2020,456.0,7.0
1116,1746,Uruguay,10/04/2020,473.0,7.0
1117,1747,Uruguay,11/04/2020,494.0,7.0
1118,1748,Uruguay,12/04/2020,480.0,7.0
1119,1749,Uruguay,13/04/2020,480.0,8.0
1120,1750,Uruguay,14/04/2020,483.0,8.0
1121,1751,Uruguay,15/04/2020,492.0,8.0
1122,1752,Uruguay,16/04/2020,502.0,9.0
1123,1753,Uruguay,17/04/2020,502.0,9.0
1124,1754,Uruguay,18/04/2020,508.0,9.0
1125,1755,Uruguay,19/04/2020,517.0,10.0
1126,1756,Uruguay,20/04/2020,535.0,10.0
1127,1757,Uruguay,21/04/2020,535.0,11.0
1128,1758,Uruguay,22/04/2020,543.0,12.0
1129,1759,Uruguay,23/04/2020,557.0,12.0
1130,1760,Uruguay,24/04/2020,563.0,12.0
1131,1761,Uruguay,25/04/2020,596.0,14.0
1132,1762,Uruguay,26/04/2020,606.0,15.0
1133,1763,Uruguay,27/04/2020,620.0,15.0
1134,1764,Uruguay,28/04/2020,625.0,15.0
1135,1800,Venezuela,26/02/2020,0.0,0.0
1136,1801,Venezuela,27/02/2020,0.0,0.0
1137,1802,Venezuela,28/02/2020,0.0,0.0
1138,1803,Venezuela,29/02/2020,0.0,0.0
1139,1804,Venezuela,1/03/2020,0.0,0.0
1140,1805,Venezuela,2/03/2020,0.0,0.0
1141,1806,Venezuela,3/03/2020,0.0,0.0
1142,1807,Venezuela,4/03/2020,0.0,0.0
1143,1808,Venezuela,5/03/2020,0.0,0.0
1144,1809,Venezuela,6/03/2020,0.0,0.0
1145,1810,Venezuela,7/03/2020,0.0,0.0
1146,1811,Venezuela,8/03/2020,0.0,0.0
1147,1812,Venezuela,9/03/2020,0.0,0.0
1148,1813,Venezuela,10/03/2020,0.0,0.0
1149,1814,Venezuela,11/03/2020,0.0,0.0
1150,1815,Venezuela,12/03/2020,0.0,0.0
1151,1816,Venezuela,13/03/2020,0.0,0.0
1152,1817,Venezuela,14/03/2020,2.0,0.0
1153,1818,Venezuela,15/03/2020,10.0,0.0
1154,1819,Venezuela,16/03/2020,17.0,0.0
1155,1820,Venezuela,17/03/2020,33.0,0.0
1156,1821,Venezuela,18/03/2020,36.0,0.0
1157,1822,Venezuela,19/03/2020,42.0,0.0
1158,1823,Venezuela,20/03/2020,42.0,0.0
1159,1824,Venezuela,21/03/2020,70.0,0.0
1160,1825,Venezuela,22/03/2020,70.0,0.0
1161,1826,Venezuela,23/03/2020,77.0,0.0
1162,1827,Venezuela,24/03/2020,84.0,0.0
1163,1828,Venezuela,25/03/2020,91.0,0.0
1164,1829,Venezuela,26/03/2020,107.0,0.0
1165,1830,Venezuela,27/03/2020,107.0,1.0
1166,1831,Venezuela,28/03/2020,119.0,2.0
1167,1832,Venezuela,29/03/2020,119.0,2.0
1168,1833,Venezuela,30/03/2020,135.0,3.0
1169,1834,Venezuela,31/03/2020,135.0,3.0
1170,1835,Venezuela,1/04/2020,143.0,3.0
1171,1836,Venezuela,2/04/2020,146.0,5.0
1172,1837,Venezuela,3/04/2020,153.0,7.0
1173,1838,Venezuela,4/04/2020,155.0,7.0
1174,1839,Venezuela,5/04/2020,159.0,7.0
1175,1840,Venezuela,6/04/2020,165.0,7.0
1176,1841,Venezuela,7/04/2020,165.0,7.0
1177,1842,Venezuela,8/04/2020,167.0,9.0
1178,1843,Venezuela,9/04/2020,171.0,9.0
1179,1844,Venezuela,10/04/2020,171.0,9.0
1180,1845,Venezuela,11/04/2020,175.0,9.0
1181,1846,Venezuela,12/04/2020,181.0,9.0
1182,1847,Venezuela,13/04/2020,189.0,9.0
1183,1848,Venezuela,14/04/2020,189.0,9.0
1184,1849,Venezuela,15/04/2020,197.0,9.0
1185,1850,Venezuela,16/04/2020,204.0,9.0
1186,1851,Venezuela,17/04/2020,204.0,9.0
1187,1852,Venezuela,18/04/2020,227.0,9.0
1188,1853,Venezuela,19/04/2020,256.0,9.0
1189,1854,Venezuela,20/04/2020,256.0,9.0
1190,1855,Venezuela,21/04/2020,285.0,10.0
1191,1856,Venezuela,22/04/2020,288.0,10.0
1192,1857,Venezuela,23/04/2020,311.0,10.0
1193,1858,Venezuela,24/04/2020,318.0,10.0
1194,1859,Venezuela,25/04/2020,323.0,10.0
1195,1860,Venezuela,26/04/2020,325.0,10.0
1196,1861,Venezuela,27/04/2020,329.0,10.0
1197,1862,Venezuela,28/04/2020,329.0,10.0
