Id,pais,provincia_departamento,ciudad,property_type,operation_type,rooms,bedrooms,bathrooms,surface_total,currency,price
9590,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,3.0,2.0,1.0,55.0,USD,73000.0
9591,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,2.0,58.0,USD,150000.0
9592,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,93587.0
9593,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,67.0,USD,39912.0
9594,Argentina,Capital Federal,San Nicolás,Departamento,Venta,2.0,1.0,1.0,40.0,USD,119000.0
9595,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,24.0,USD,38140.0
9596,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,2.0,126.0,USD,504000.0
9597,Colombia,Norte de Santander,Los Patios,Apartamento,Venta,3.0,3.0,4.0,135.0,USD,96339.0
9598,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,45.0,USD,129800.0
9599,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,54.0,USD,25599.0
9600,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
9601,Colombia,Antioquia,Medellín,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,22020.0
9602,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,1.0,75.0,USD,235000.0
9603,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,4.0,3.0,2.0,29.0,USD,118000.0
9604,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,2.0,1.0,2.0,67.0,USD,385000.0
9605,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,2.0,1.0,1.0,38.0,USD,99000.0
9606,Argentina,Capital Federal,Villa Luro,Departamento,Venta,1.0,1.0,1.0,48.0,USD,88900.0
9607,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,52.0,USD,86900.0
9608,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,52298.0
9609,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,106.0,USD,440000.0
9610,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,23.0,USD,46900.0
9611,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,1.0,98.0,USD,273500.0
9612,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,98.0,USD,107349.0
9613,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,38.0,USD,120000.0
9614,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,180.0,USD,313790.0
9615,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,4.0,166.0,USD,228461.0
9616,Argentina,Capital Federal,Palermo,Departamento,Venta,6.0,3.0,3.0,276.0,USD,1680000.0
9617,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,72.0,USD,62208.0
9618,Argentina,Capital Federal,Recoleta,Departamento,Venta,5.0,3.0,2.0,160.0,USD,850000.0
9619,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,3.0,112.0,USD,260000.0
9620,Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,Venta,2.0,1.0,1.0,39.0,USD,69500.0
9621,Argentina,Capital Federal,Chacarita,Departamento,Venta,4.0,3.0,1.0,95.0,USD,171000.0
9622,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,27.0,USD,83000.0
9623,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,42.0,USD,60000.0
9624,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,47.0,USD,133498.0
9625,Argentina,Capital Federal,Congreso,Departamento,Venta,1.0,1.0,1.0,40.0,USD,98000.0
9626,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,1.0,1.0,1.0,18.0,USD,70000.0
9627,Argentina,Córdoba,Córdoba,Departamento,Venta,5.0,2.0,1.0,55.0,USD,89900.0
9628,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,47.0,USD,66200.0
9629,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,35.0,USD,79800.0
9630,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,55.0,USD,145000.0
9631,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,1.0,60.0,USD,165000.0
9632,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,146.0,USD,600000.0
9633,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,47000.0
9634,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,45.0,USD,82900.0
9635,Argentina,Capital Federal,Congreso,Departamento,Venta,3.0,2.0,1.0,74.0,USD,119900.0
9636,Argentina,Capital Federal,Villa Devoto,Departamento,Venta,2.0,1.0,1.0,36.0,USD,95000.0
9637,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,2.0,1.0,1.0,44.0,USD,99000.0
9638,Argentina,Capital Federal,Villa Pueyrredón,Departamento,Venta,3.0,2.0,2.0,62.0,USD,164000.0
9639,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
9640,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,38.0,USD,60000.0
9641,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,65.0,USD,150000.0
9642,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,48.0,USD,139000.0
9643,Argentina,Capital Federal,Monserrat,Departamento,Venta,3.0,2.0,1.0,150.0,USD,135000.0
9644,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,49.0,USD,26149.0
9645,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,3.0,2.0,2.0,110.0,USD,249000.0
9646,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,73.0,USD,149730.0
9647,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,49.0,USD,153000.0
9648,Argentina,Capital Federal,Belgrano,Departamento,Venta,3.0,2.0,1.0,71.0,USD,215000.0
9649,Argentina,Capital Federal,Villa Urquiza,Departamento,Venta,2.0,1.0,1.0,48.0,USD,145000.0
9650,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,38.0,USD,99000.0
9651,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,93.0,USD,209194.0
9652,Argentina,Capital Federal,Boedo,Departamento,Venta,3.0,2.0,1.0,42.0,USD,72000.0
9653,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,88.0,USD,99092.0
9654,Argentina,Capital Federal,Nuñez,Departamento,Venta,2.0,1.0,1.0,57.0,USD,185000.0
9655,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,42.0,USD,114000.0
9656,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,41.0,USD,65000.0
9657,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,2.0,51.0,USD,250000.0
9658,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,Venta,3.0,2.0,1.0,62.0,USD,79000.0
9659,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,82576.0
9660,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Departamento,Venta,1.0,1.0,1.0,29.0,USD,51000.0
9661,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,40.0,USD,70000.0
9662,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,130.0,USD,118359.0
9663,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,176.0,USD,231214.0
9664,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,98.0,USD,132122.0
9665,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,38.0,USD,120000.0
9666,Argentina,Capital Federal,Flores,Departamento,Venta,3.0,2.0,2.0,85.0,USD,230000.0
9667,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,145.0,USD,380000.0
9668,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,39.0,USD,65000.0
9669,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,43.0,USD,85000.0
9670,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,1.0,53.0,USD,121000.0
9671,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,32.0,USD,80000.0
9672,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,134000.0
9673,Argentina,Capital Federal,Villa Luro,Departamento,Venta,4.0,2.0,1.0,74.0,USD,185000.0
9674,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,1.0,1.0,40.0,USD,55000.0
9675,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,4.0,197.0,USD,173410.0
9676,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,125.0,USD,302780.0
9677,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,60.0,USD,180000.0
9678,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,4.0,3.0,1.0,95.0,USD,171500.0
9679,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,40.0,USD,55051.0
9680,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,4.0,2.0,2.0,274.0,USD,2300000.0
9681,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,100.0,USD,77071.0
9682,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,73.0,USD,71566.0
9683,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,38.0,USD,77000.0
9684,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,3.0,100.0,USD,107349.0
9685,Argentina,Capital Federal,Recoleta,Departamento,Venta,3.0,2.0,2.0,90.0,USD,260000.0
9686,Argentina,Capital Federal,Congreso,Departamento,Venta,2.0,1.0,1.0,42.0,USD,97000.0
9687,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,115.0,USD,123865.0
9688,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,52.0,USD,200000.0
9689,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,80.0,USD,77071.0
9690,Argentina,Córdoba,Córdoba,Departamento,Venta,3.0,1.0,1.0,44.0,USD,46990.0
9691,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,Venta,2.0,1.0,1.0,80.0,USD,385000.0
9692,Argentina,Capital Federal,Villa Lugano,Departamento,Venta,3.0,2.0,1.0,50.0,USD,49000.0
9693,Colombia,Antioquia,La Estrella,Apartamento,Venta,2.0,2.0,2.0,53.0,USD,49546.0
9694,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,82.0,USD,90834.0
9695,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,55.0,USD,120000.0
9696,Argentina,Santa Fe,Santa Fe,Departamento,Venta,2.0,1.0,1.0,42.0,USD,120000.0
9697,Argentina,Capital Federal,Recoleta,Departamento,Venta,4.0,3.0,2.0,90.0,USD,260000.0
9698,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,45.0,USD,65300.0
9699,Argentina,Capital Federal,Retiro,Departamento,Venta,5.0,4.0,2.0,138.0,USD,415000.0
9700,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,117.0,USD,145885.0
9701,Colombia,Valle del Cauca,Cali,Apartamento,Venta,1.0,1.0,1.0,55.0,USD,35783.0
9702,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,34.0,USD,89900.0
9703,Colombia,Antioquia,Sabaneta,Apartamento,Venta,3.0,3.0,2.0,74.0,USD,85329.0
9704,Argentina,Capital Federal,Tribunales,Departamento,Venta,1.0,1.0,1.0,53.0,USD,117484.0
9705,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,2.0,59.0,USD,210000.0
9706,Colombia,Antioquia,Sabaneta,Apartamento,Venta,3.0,3.0,2.0,136.0,USD,158547.0
9707,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,59.0,USD,108000.0
9708,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,5.0,204.0,USD,316543.0
9709,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,40.0,USD,67000.0
9710,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,57.0,USD,35783.0
9711,Colombia,Bolívar,Cartagena,Apartamento,Venta,3.0,3.0,2.0,158.0,USD,233966.0
9712,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,35.0,USD,100000.0
9713,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,30.0,USD,65000.0
9714,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,52.0,USD,210000.0
9715,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,4.0,3.0,3.0,140.0,USD,360000.0
9716,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,28.0,USD,71900.0
9717,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,3.0,2.0,1.0,50.0,USD,139900.0
9718,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,114.0,USD,187173.0
9719,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,2.0,2.0,55.0,USD,108000.0
9720,Argentina,Capital Federal,Paternal,Departamento,Venta,2.0,1.0,1.0,43.0,USD,85000.0
9721,Colombia,Norte de Santander,Los Patios,Apartamento,Venta,3.0,3.0,2.0,62.0,USD,27525.0
9722,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,43.0,USD,70000.0
9723,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,60.0,USD,38536.0
9724,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,1.0,1.0,1.0,22.0,USD,57500.0
9725,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,49.0,USD,125000.0
9726,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,42.0,USD,95000.0
9727,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,3.0,2.0,1.0,45.0,USD,55000.0
9728,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,42.0,USD,95000.0
9729,Colombia,Santander,Piedecuesta,Apartamento,Venta,3.0,3.0,2.0,60.0,USD,38536.0
9730,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,43.0,USD,73000.0
9731,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,2.0,63.0,USD,214900.0
9732,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,2.0,75.0,USD,459000.0
9733,Argentina,Capital Federal,Recoleta,Departamento,Venta,3.0,2.0,2.0,79.0,USD,210000.0
9734,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,1.0,62.0,USD,132000.0
9735,Argentina,Buenos Aires Interior,Exaltación de la Cruz,Departamento,Venta,2.0,1.0,1.0,70.0,USD,95000.0
9736,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,93.0,USD,89458.0
9737,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,76.0,USD,68814.0
9738,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,1.0,61.0,USD,105000.0
9739,Argentina,Bs.As. G.B.A. Zona Norte,José C Paz,Departamento,Venta,2.0,1.0,1.0,40.0,USD,46000.0
9740,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,35.0,USD,69000.0
9741,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,2.0,1.0,1.0,43.0,USD,68000.0
9742,Argentina,Capital Federal,Almagro,Departamento,Venta,3.0,2.0,1.0,62.0,USD,118000.0
9743,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,44.0,USD,119000.0
9744,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,48.0,USD,150000.0
9745,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,100.0,USD,55051.0
9746,Argentina,Capital Federal,Palermo,Departamento,Venta,8.0,5.0,4.0,265.0,USD,890000.0
9747,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,58.0,USD,22571.0
9748,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,4.0,230.0,USD,162400.0
9749,Argentina,Neuquén,Lácar,Departamento,Venta,2.0,1.0,1.0,50.0,USD,115000.0
9750,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,4.0,3.0,3.0,146.0,USD,345000.0
9751,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,2.0,51.0,USD,215007.0
9752,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,82.0,USD,46793.0
9753,Argentina,Capital Federal,Barracas,Departamento,Venta,4.0,3.0,2.0,125.0,USD,485000.0
9754,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,48.0,USD,124000.0
9755,Argentina,Capital Federal,Palermo,Departamento,Venta,5.0,3.0,3.0,194.0,USD,750000.0
9756,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,83.0,USD,86705.0
9757,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,118359.0
9758,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,46.0,USD,152000.0
9759,Argentina,Córdoba,Punilla,Departamento,Venta,2.0,1.0,1.0,41.0,USD,45000.0
9760,Argentina,Río Negro,San Carlos de Bariloche,Departamento,Venta,4.0,3.0,1.0,83.0,USD,128000.0
9761,Argentina,Córdoba,Córdoba,Departamento,Venta,3.0,2.0,1.0,43.0,USD,34900.0
9762,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,57.0,USD,43215.0
9763,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,1.0,45.0,USD,115000.0
9764,Argentina,Capital Federal,Monserrat,Departamento,Venta,3.0,2.0,1.0,38.0,USD,190000.0
9765,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,42.0,USD,67000.0
9766,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,45.0,USD,109000.0
9767,Argentina,Capital Federal,San Nicolás,Departamento,Venta,2.0,1.0,1.0,36.0,USD,100000.0
9768,Argentina,Buenos Aires Costa Atlántica,Mar del Tuyú,Departamento,Venta,3.0,2.0,2.0,64.0,USD,50000.0
9769,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,80.0,USD,120000.0
9770,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,67.0,USD,180000.0
9771,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,45.0,USD,70000.0
9772,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,40.0,USD,83900.0
9773,Argentina,Capital Federal,Palermo,Departamento,Venta,6.0,3.0,3.0,193.0,USD,810000.0
9774,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,3.0,99.0,USD,92210.0
9775,Argentina,Capital Federal,Palermo,Departamento,Venta,5.0,3.0,3.0,194.0,USD,750000.0
9776,Argentina,Capital Federal,Recoleta,Departamento,Venta,5.0,3.0,2.0,157.0,USD,549000.0
9777,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,2.0,1.0,65.0,USD,145000.0
9778,Argentina,Capital Federal,Almagro,Departamento,Venta,4.0,3.0,1.0,100.0,USD,180000.0
9779,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,45417.0
9780,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,127.0,USD,132838.0
9781,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,53.0,USD,150000.0
9782,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
9783,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,272.0,USD,627581.0
9784,Argentina,Capital Federal,San Cristobal,Departamento,Venta,3.0,2.0,1.0,60.0,USD,115000.0
9785,Argentina,Capital Federal,Villa Lugano,Departamento,Venta,3.0,2.0,1.0,49.0,USD,70000.0
9786,Argentina,Capital Federal,Recoleta,Departamento,Venta,5.0,4.0,2.0,240.0,USD,990000.0
9787,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,81.0,USD,104597.0
9788,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,1.0,43.0,USD,45417.0
9789,Argentina,Capital Federal,Liniers,Departamento,Venta,2.0,1.0,1.0,32.0,USD,55000.0
9790,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,31.0,USD,63000.0
9791,Argentina,Capital Federal,Almagro,Departamento,Venta,1.0,1.0,1.0,27.0,USD,65000.0
9792,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,110.0,USD,64685.0
9793,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,159.0,USD,269750.0
9794,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,3.0,98.0,USD,260000.0
9795,Argentina,Capital Federal,Once,Departamento,Venta,1.0,1.0,1.0,37.0,USD,85000.0
9796,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,82.0,USD,118359.0
9797,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,65.0,USD,154900.0
9798,Colombia,Antioquia,Medellín,Apartamento,Venta,4.0,4.0,3.0,100.0,USD,77071.0
9799,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,60.0,USD,46793.0
9800,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,48.0,USD,48170.0
9801,Argentina,Capital Federal,Balvanera,Departamento,Venta,1.0,1.0,1.0,30.0,USD,52900.0
9802,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,37.0,USD,85000.0
9803,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,149.0,USD,187173.0
9804,Argentina,Capital Federal,Once,Departamento,Venta,2.0,1.0,1.0,47.0,USD,89000.0
9805,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,33.0,USD,89900.0
9806,Argentina,Capital Federal,Villa Lugano,Departamento,Venta,3.0,2.0,1.0,56.0,USD,69000.0
9807,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,33.0,USD,67000.0
9808,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,4.0,3.0,2.0,163.0,USD,415000.0
9809,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,56.0,USD,39912.0
9810,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,68814.0
9811,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,40.0,USD,129000.0
9812,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,62.0,USD,37710.0
9813,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,1.0,72.0,USD,220000.0
9814,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,42.0,USD,112000.0
9815,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,48.0,USD,77071.0
9816,Colombia,Atlántico,Barranquilla,Apartamento,Venta,4.0,4.0,3.0,250.0,USD,187173.0
9817,Colombia,Antioquia,Itagui,Apartamento,Venta,3.0,3.0,2.0,55.0,USD,42664.0
9818,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,2.0,67.0,USD,220000.0
9819,Argentina,Capital Federal,Caballito,Departamento,Venta,2.0,1.0,1.0,30.0,USD,80000.0
9820,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,3.0,3.0,120.0,USD,350000.0
9821,Argentina,Capital Federal,Once,Departamento,Venta,1.0,1.0,1.0,28.0,USD,75000.0
9822,Colombia,Antioquia,La Ceja,Apartamento,Venta,3.0,3.0,1.0,93.0,USD,44041.0
9823,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,3.0,2.0,1.0,85.0,USD,167000.0
9824,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,54.0,USD,129000.0
9825,Argentina,Capital Federal,Boedo,Departamento,Venta,2.0,1.0,1.0,44.0,USD,87000.0
9826,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,43.0,USD,99000.0
9827,Colombia,Antioquia,Sabaneta,Apartamento,Venta,3.0,3.0,2.0,68.0,USD,86017.0
9828,Argentina,Capital Federal,Balvanera,Departamento,Venta,1.0,1.0,1.0,22.0,USD,47000.0
9829,Argentina,Capital Federal,Palermo,Departamento,Venta,6.0,2.0,2.0,248.0,USD,1100000.0
9830,Argentina,Capital Federal,Balvanera,Departamento,Venta,3.0,2.0,1.0,49.0,USD,105000.0
9831,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,38000.0
9832,Argentina,Capital Federal,Recoleta,Departamento,Venta,7.0,5.0,3.0,310.0,USD,1900000.0
9833,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,103.0,USD,96339.0
9834,Argentina,Capital Federal,Caballito,Departamento,Venta,4.0,3.0,1.0,89.0,USD,220000.0
9835,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,66.0,USD,184700.0
9836,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,1.0,49.0,USD,44041.0
