id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,revenue
5330,0,0.0,0,0.0,3,70.0,0.0,0.033333333,0.0,0.8,May,2,2,3,2,Returning_Visitor,False,0
5331,11,286.9333333,0,0.0,119,7609.82065,0.0032,0.015231111,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,0
5332,9,124.0,1,61.5,25,432.16666669999995,0.0,0.007692308,0.0,0.0,Dec,2,2,8,2,New_Visitor,False,0
5333,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,True,0
5334,0,0.0,0,0.0,8,82.83333333,0.0,0.00625,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,0
5335,0,0.0,0,0.0,27,845.5,0.0,0.0074074069999999995,0.0,0.0,Mar,4,1,1,11,Returning_Visitor,True,0
5336,3,99.75,0,0.0,31,835.5833332999999,0.0,0.006451613,47.44850792,0.0,Nov,2,2,1,10,Returning_Visitor,False,1
5337,4,91.0,2,9.5,104,2856.9936,0.016929293,0.041369348,0.0,0.0,Dec,2,2,2,10,Returning_Visitor,False,0
5338,0,0.0,0,0.0,6,270.2142857,0.0,0.0375,0.0,0.0,May,3,2,9,2,Returning_Visitor,False,0
5339,4,60.2,0,0.0,13,409.83712119999996,0.0,0.005882353000000001,20.10126693,0.0,Oct,1,1,4,2,New_Visitor,False,1
5340,0,0.0,0,0.0,7,96.0,0.0,0.025,54.20146753,0.0,Nov,2,2,1,2,New_Visitor,False,1
5341,1,59.5,0,0.0,39,650.8333332999999,0.0,0.003070175,0.0,0.0,Nov,1,2,1,11,Returning_Visitor,True,1
5342,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,May,2,2,3,13,Returning_Visitor,False,0
5343,5,100.91666670000001,0,0.0,56,1432.223333,0.0,0.002185792,69.43043195,0.0,Mar,2,2,3,3,Returning_Visitor,True,1
5344,0,0.0,0,0.0,12,680.5,0.0,0.018181818,42.422531,0.0,Dec,2,2,6,10,Returning_Visitor,False,1
5345,3,84.5,0,0.0,346,12541.77628,0.001709402,0.006473478,5.1771068410000005,0.0,Aug,2,2,3,1,Returning_Visitor,True,1
5346,0,0.0,0,0.0,6,69.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,0
5347,3,188.0,0,0.0,22,1436.45,0.0,0.009090909,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,0
5348,4,15.0,0,0.0,10,197.2,0.0,0.016666667,38.99,0.0,Mar,1,1,1,3,Returning_Visitor,True,1
5349,4,135.4,0,0.0,2,46.8,0.0,0.0375,0.0,0.0,Sep,1,1,5,2,Returning_Visitor,False,1
5350,0,0.0,0,0.0,53,2309.995238,0.047479439000000005,0.06394752,0.0,0.4,May,3,2,1,3,Returning_Visitor,False,0
5351,0,0.0,0,0.0,4,59.0,0.125,0.175,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,0
5352,1,4.0,0,0.0,31,1075.759524,0.0,0.007758620999999999,0.0,0.0,May,2,6,2,11,New_Visitor,False,0
5353,8,26.41666667,1,391.0,61,1037.807143,0.003174603,0.027115142000000002,0.0,0.6,May,2,5,2,2,Returning_Visitor,False,0
5354,11,603.8,2,102.75,305,5018.328289,0.001607717,0.005625881,0.0,0.0,Oct,3,2,6,3,Returning_Visitor,False,0
5355,0,0.0,0,0.0,9,329.25,0.05,0.075,38.83384563,0.0,Dec,3,2,4,1,Returning_Visitor,False,1
5356,0,0.0,0,0.0,3,293.5,0.0,0.133333333,0.0,0.4,May,2,2,1,5,Returning_Visitor,False,0
5357,1,156.1428571,0,0.0,18,1181.198413,0.0,0.048235294000000005,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,False,0
5358,0,0.0,0,0.0,35,1386.716667,0.02,0.039269841,14.96432,0.0,May,1,8,4,20,Returning_Visitor,True,1
5359,6,109.66666670000001,0,0.0,7,86.16666667,0.006666666999999999,0.051111110999999994,0.0,0.0,Dec,2,5,7,2,Returning_Visitor,False,1
5360,0,0.0,0,0.0,2,64.5,0.0,0.05,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,False,0
5361,9,254.5,0,0.0,26,712.2714286,0.006060606,0.028282828,1.725866353,0.0,Sep,2,5,2,3,Returning_Visitor,False,0
5362,0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,Dec,1,1,2,1,Returning_Visitor,False,0
5363,2,90.0,0,0.0,22,650.6666667000001,0.026086957,0.045217390999999996,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,0
5364,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,1,2,New_Visitor,False,0
5365,0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Nov,2,4,1,5,New_Visitor,False,0
5366,6,142.3,0,0.0,108,1479.083333,0.0017857139999999999,0.007142857,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,0
5367,3,42.33333333,0,0.0,64,2471.391775,0.005555556,0.020580808,6.221045455,0.6,May,2,2,2,4,Returning_Visitor,False,1
5368,2,21.0,1,802.5,48,2073.916667,0.003921569000000001,0.02627451,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,0
5369,0,0.0,0,0.0,54,4749.25,0.0049382720000000005,0.029938272000000002,8.285119366,0.0,Oct,2,2,8,1,Returning_Visitor,True,1
5370,0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,0
5371,0,0.0,0,0.0,3,51.5,0.0,0.066666667,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,0
5372,3,148.66666669999998,0,0.0,23,908.4666667000001,0.033333333,0.052840909000000005,25.61645833,0.8,May,3,2,1,13,Returning_Visitor,False,0
5373,3,117.0,0,0.0,5,68.0,0.0,0.033333333,0.0,1.0,May,2,2,6,5,New_Visitor,True,0
5374,7,280.2666667,0,0.0,11,329.6833333,0.0,0.023076923,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,0
5375,0,0.0,0,0.0,15,1999.8333329999998,0.015384615,0.020512821,0.0,0.0,May,2,10,7,4,Returning_Visitor,False,0
5376,1,6.333333333,0,0.0,36,1378.166667,0.005555556,0.026587302,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,True,0
5377,3,89.5,0,0.0,48,1572.2,0.017687075,0.03888540000000001,20.11392747,0.0,Nov,4,2,1,3,Returning_Visitor,False,1
5378,5,55.5,2,132.5,61,2190.429367,0.013846154,0.038778999,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,False,0
5379,0,0.0,0,0.0,23,790.1666667000001,0.0,0.026086957,0.0,0.8,May,3,2,2,13,Returning_Visitor,False,0
5380,2,90.0,0,0.0,3,202.83333330000002,0.0,0.013333333000000001,0.0,0.0,May,3,2,7,2,Returning_Visitor,False,0
5381,0,0.0,0,0.0,2,93.6,0.0,0.05,0.0,0.0,Oct,2,4,1,2,Returning_Visitor,True,0
5382,1,64.0,0,0.0,33,1564.17381,0.00625,0.003506944,10.12275,0.0,May,1,1,2,5,Returning_Visitor,True,0
5383,2,72.5,0,0.0,10,1580.0,0.0,0.018181818,100.09636359999999,0.0,May,2,2,1,2,Returning_Visitor,False,1
5384,2,33.2,0,0.0,1,7.0,0.0,0.0,0.0,0.0,Oct,2,5,3,2,New_Visitor,True,0
5385,0,0.0,0,0.0,4,57.66666667,0.0,0.025,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,0
5386,5,146.0,0,0.0,8,489.0,0.0,0.015384615,0.0,0.0,Mar,2,2,8,3,Returning_Visitor,False,0
5387,0,0.0,0,0.0,44,1127.566667,0.006818182,0.021969697000000003,0.0,0.0,Nov,4,2,1,3,Returning_Visitor,False,0
5388,0,0.0,0,0.0,11,189.25,0.027272727000000004,0.048484848,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,False,0
5389,6,446.2380952,3,94.0,23,866.7071429,0.007142857,0.020522573,6.7869589370000005,0.0,Nov,3,2,1,2,Returning_Visitor,True,0
5390,0,0.0,0,0.0,12,309.3666667,0.014285714,0.019047619,14.37785831,0.0,Sep,3,2,1,6,New_Visitor,False,1
5391,2,49.8,0,0.0,41,857.2666667000001,0.012195122,0.0242741,5.850665427000001,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
5392,1,30.2,0,0.0,30,613.9933333,0.025287356,0.035139573,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,True,0
5393,1,10.0,0,0.0,25,583.35,0.0,0.016,71.07435633,0.0,Oct,1,1,1,2,Returning_Visitor,False,1
5394,3,53.4,0,0.0,21,216.7,0.0,0.008695652,0.0,0.0,Sep,2,2,1,2,New_Visitor,False,0
5395,0,0.0,0,0.0,20,799.0619048,0.0125,0.04275,0.0,0.0,June,1,1,6,4,Returning_Visitor,False,0
5396,1,24.0,1,72.0,13,462.0,0.0,0.014285714,23.13,0.0,May,2,2,1,2,Returning_Visitor,False,1
5397,9,311.9166667,0,0.0,40,633.4,0.002272727,0.017954545,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,0
5398,4,38.5,0,0.0,33,583.8333332999999,0.002631579,0.007894736999999999,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,True,0
5399,9,965.5,0,0.0,30,1895.1333329999998,0.005405405,0.011186186,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,True,0
5400,5,710.3333332999999,0,0.0,23,7533.272727,0.0,0.0074074069999999995,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,0
5401,0,0.0,1,6.0,65,2349.101818,0.018785882,0.046505418,0.0,0.0,Jul,2,2,2,3,Returning_Visitor,False,0
5402,0,0.0,0,0.0,13,193.3666667,0.015384615,0.023076923,0.0,0.0,Nov,3,2,1,13,New_Visitor,True,0
5403,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,3,2,3,13,Returning_Visitor,False,0
5404,2,29.0,1,38.5,32,410.1166667,0.004301075,0.020286738000000002,3.322666667,0.0,May,1,1,1,4,Returning_Visitor,True,0
5405,6,545.0,4,101.5,53,2797.213095,0.004098361,0.02454223,2.2272786890000003,0.8,May,3,2,1,4,Returning_Visitor,False,0
5406,0,0.0,0,0.0,7,370.8333333,0.028571429,0.057142857000000005,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,0
5407,6,110.625,1,106.0,30,1508.521825,0.04,0.043294930999999995,21.01746974,0.0,Nov,3,2,3,13,Returning_Visitor,False,0
5408,0,0.0,0,0.0,9,459.83076919999996,0.0,0.001587302,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,True,0
5409,10,118.0,0,0.0,85,2694.833333,0.0,0.001915584,0.0,0.0,May,2,4,3,2,New_Visitor,False,0
5410,3,67.86666667,2,12.0,16,393.0,0.0,0.015,0.0,0.0,Sep,2,10,1,5,New_Visitor,False,0
5411,0,0.0,0,0.0,7,1260.666667,0.057142857000000005,0.107142857,0.0,0.8,May,2,4,5,6,Returning_Visitor,False,0
5412,2,161.0,0,0.0,28,1286.75,0.0,0.007692308,0.0,0.0,May,1,2,6,4,Returning_Visitor,True,0
5413,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,3,2,5,20,Returning_Visitor,False,0
5414,0,0.0,0,0.0,2,31.0,0.0,0.025,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,0
5415,0,0.0,0,0.0,27,406.0,0.06428571400000001,0.079166667,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,0
5416,4,52.0,0,0.0,16,360.0,0.0,0.010526316,0.0,0.0,May,2,2,1,16,New_Visitor,False,0
5417,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,4,1,Returning_Visitor,True,0
5418,0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.6,May,3,2,4,3,Returning_Visitor,False,0
5419,2,21.75,0,0.0,6,84.25,0.033333333,0.04444444400000001,0.0,0.0,Dec,3,2,4,20,Returning_Visitor,False,0
5420,2,23.0,0,0.0,31,618.0,0.0,0.006451613,0.0,0.0,May,2,2,9,3,Returning_Visitor,False,0
5421,0,0.0,0,0.0,9,146.375,0.075,0.0875,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,0
5422,5,74.75,3,86.75,51,2003.375779,0.0,0.008874271999999999,44.33548922,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
5423,2,47.5,0,0.0,50,1870.7916670000002,0.0026415090000000002,0.024025157000000002,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,0
5424,2,1172.0,0,0.0,24,1244.066667,0.008,0.027999999999999997,0.0,0.0,May,1,8,2,6,Returning_Visitor,False,0
5425,0,0.0,0,0.0,16,566.4866667,0.0,0.039365079,18.30205576,0.0,Sep,3,2,2,1,Returning_Visitor,False,1
5426,0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
5427,0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0.0,Dec,8,2,7,2,Returning_Visitor,False,0
5428,0,0.0,0,0.0,11,332.125,0.036363636,0.090909091,0.0,0.0,Nov,2,2,6,3,Returning_Visitor,False,0
5429,3,41.0,0,0.0,46,2749.666667,0.0,0.005555556,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,0
5430,0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,Feb,2,2,1,4,Returning_Visitor,False,0
5431,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,0
5432,1,17.0,0,0.0,22,399.8,0.019047619,0.038095238,0.0,0.0,Mar,1,5,7,1,Returning_Visitor,False,0
5433,2,15.0,0,0.0,19,523.25,0.0375,0.046666667,28.18955966,0.0,Nov,3,2,1,8,Returning_Visitor,False,1
5434,2,55.0,1,36.0,24,914.5060606000001,0.015384615,0.016666667,0.0,0.4,May,3,2,8,3,Returning_Visitor,False,0
5435,6,71.375,0,0.0,73,2335.6333329999998,0.0,0.0125,2.51591586,0.0,Nov,2,2,7,11,Returning_Visitor,False,1
5436,2,94.0,0,0.0,25,893.1,0.0,0.009615385,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,0
5437,3,123.0,0,0.0,8,371.6666667,0.0,0.011111111000000002,0.0,0.0,Mar,3,2,4,2,New_Visitor,False,0
5438,1,48.4,0,0.0,22,2707.386667,0.0,0.009722221999999999,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,True,0
5439,0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.0,0.8,May,3,2,8,2,Returning_Visitor,False,0
5440,0,0.0,0,0.0,38,1656.615043,0.018421053,0.04154591,0.0,0.0,Dec,3,2,2,2,Returning_Visitor,True,0
5441,0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,0
5442,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,0
5443,6,77.0,0,0.0,42,3436.066667,0.000757576,0.019480518999999998,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,0
5444,7,172.375,2,52.5,226,12900.7676,0.004361055,0.017955889,44.69642794,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
5445,5,73.5,1,0.0,79,5664.146032,0.045356473,0.05909564,2.39491796,0.0,May,2,2,6,1,Returning_Visitor,False,0
5446,1,7.0,1,0.0,79,3380.691558,0.002666667,0.023772222000000003,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,0
5447,5,169.975,3,106.0,90,4792.380767000001,0.004166667,0.007479289,41.55801982,0.0,Nov,3,2,6,1,Returning_Visitor,False,1
5448,1,70.0,0,0.0,24,496.66666669999995,0.0,0.002173913,0.0,0.0,May,1,1,1,2,New_Visitor,False,0
5449,0,0.0,0,0.0,21,1077.25,0.019047619,0.047619048,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,0
5450,1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,0
5451,1,12.0,0,0.0,16,565.4166667000001,0.028571429,0.027380952000000004,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,0
5452,1,197.4,0,0.0,83,1631.4,0.027380952000000004,0.068650794,0.0,0.0,Oct,2,2,3,13,Returning_Visitor,False,0
5453,0,0.0,0,0.0,8,142.0,0.0,0.05,0.0,0.0,Mar,2,7,2,3,Returning_Visitor,False,0
5454,3,285.2,0,0.0,23,619.48,0.007692308,0.034615385,8.342755887000001,0.0,Jul,2,4,2,4,Returning_Visitor,False,0
5455,6,539.5,0,0.0,11,602.5833332999999,0.008888889,0.02,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,0
5456,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,False,0
5457,1,8.0,0,0.0,32,690.2541667,0.012121212,0.029834711,10.05608631,0.0,Dec,1,1,3,2,Returning_Visitor,True,0
5458,3,59.79,0,0.0,39,752.56,0.0,0.000696864,0.0,0.0,Nov,2,4,1,2,New_Visitor,False,0
5459,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,2,2,1,1,Returning_Visitor,False,0
5460,3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,May,2,2,8,2,New_Visitor,True,1
5461,0,0.0,0,0.0,16,690.3133333,0.028571429,0.057142857000000005,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,False,0
5462,2,84.5,0,0.0,17,596.0833332999999,0.0,0.03697479,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,0
5463,0,0.0,0,0.0,27,1058.02381,0.026923077000000004,0.036923077,0.0,0.2,May,2,2,1,4,Returning_Visitor,False,0
5464,4,539.5,0,0.0,1,0.0,0.0,0.05,0.0,0.0,Mar,3,2,8,8,New_Visitor,False,0
5465,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,3,2,2,3,New_Visitor,True,0
5466,3,76.75,1,0.0,36,1100.916667,0.007692308,0.015262515,18.99269231,0.0,May,2,2,1,2,Returning_Visitor,False,0
5467,5,246.6,0,0.0,46,1805.1466670000002,0.012244898,0.02122449,0.0,0.0,June,2,2,8,1,Returning_Visitor,False,0
5468,1,19.0,0,0.0,11,501.75,0.016666667,0.033333333,55.485,0.0,May,2,4,4,2,Returning_Visitor,False,1
5469,3,69.1,0,0.0,24,368.6,0.0,0.008888889,0.0,0.0,Sep,2,2,1,2,New_Visitor,False,0
5470,5,122.1,3,158.5,167,8701.851617,0.0024010670000000002,0.012477354,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
5471,0,0.0,0,0.0,7,178.25,0.028571429,0.057142857000000005,0.0,0.0,Dec,2,10,6,3,Returning_Visitor,False,0
5472,0,0.0,0,0.0,6,224.0,0.0,0.011111111000000002,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,0
5473,2,134.0,0,0.0,15,284.1,0.0,0.011764706000000002,0.0,0.0,Nov,2,4,8,2,New_Visitor,False,0
5474,0,0.0,0,0.0,13,265.1666667,0.0,0.046153846,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,False,0
5475,0,0.0,0,0.0,3,27.0,0.1,0.166666667,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,0
5476,3,173.9444444,0,0.0,14,890.5277777999999,0.0,0.028571429,52.74177636,0.0,Dec,4,5,5,10,Returning_Visitor,False,1
5477,7,201.5625,1,2.0,95,5696.165963,0.004081633,0.023369347999999998,19.34978396,0.0,Nov,2,4,3,10,Returning_Visitor,False,1
5478,6,413.4996124,0,0.0,83,6072.032391,0.007058824,0.024023709,1.240071108,0.0,Nov,3,2,8,1,Returning_Visitor,True,1
5479,3,102.8,0,0.0,25,1109.233333,0.0,0.0016666670000000001,61.30486592,0.0,Aug,2,2,6,5,New_Visitor,False,1
5480,4,315.0,0,0.0,8,465.83333330000005,0.0,0.024242424,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,0
5481,4,47.0,0,0.0,6,173.0,0.0125,0.0375,0.0,0.0,May,1,2,2,2,Returning_Visitor,False,0
5482,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,0
5483,2,24.13333333,0,0.0,19,263.7128571,0.0,0.00125,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,0
5484,0,0.0,0,0.0,5,23.0,0.11,0.15,0.0,0.0,Nov,2,2,3,13,Returning_Visitor,False,0
5485,3,23.0,0,0.0,30,465.41666669999995,0.0,0.009375,50.66498303,0.0,Mar,4,1,4,3,Returning_Visitor,False,0
5486,1,24.91666667,1,7.666666667,98,3561.139286,0.008163265,0.018367347,78.19779587,0.0,Nov,2,2,1,13,Returning_Visitor,True,1
5487,1,25.75,5,452.08333330000005,34,953.5892857000001,0.0,0.011071428999999999,8.838027292,0.0,Dec,2,2,3,2,Returning_Visitor,False,0
5488,6,92.0,3,101.0,76,5186.116667,0.004878049000000001,0.024837397999999997,6.548011382,0.0,Mar,2,2,3,2,Returning_Visitor,False,0
5489,0,0.0,0,0.0,9,280.0,0.0,0.022222222000000003,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,0
5490,5,171.9,4,145.16666669999998,171,4554.692744,0.002259887,0.004062416,0.0,0.0,Sep,2,2,3,2,Returning_Visitor,False,0
5491,4,712.0,0,0.0,77,3785.5625,0.002564103,0.00982906,0.0,0.0,Nov,2,2,2,8,New_Visitor,False,1
5492,5,248.92142859999998,0,0.0,131,6225.988835,0.0035623409999999997,0.025012117,7.963976424,0.0,Nov,2,2,2,2,Returning_Visitor,True,1
5493,12,432.58333330000005,3,112.0,42,2132.683333,0.021288515,0.041498896,0.0,0.6,May,1,1,3,2,Returning_Visitor,False,0
5494,5,236.25,0,0.0,41,1955.7833329999999,0.0,0.002439024,21.07980488,0.0,May,1,1,6,2,Returning_Visitor,False,1
5495,0,0.0,0,0.0,19,447.71666669999996,0.0,0.011111111000000002,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,True,0
5496,11,167.4061355,0,0.0,49,1512.574405,0.0,0.007188359,0.0,0.0,Nov,1,1,3,2,New_Visitor,False,0
5497,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,False,0
5498,3,94.6,0,0.0,17,265.5,0.0,0.0,0.0,0.0,Oct,2,2,1,2,New_Visitor,False,0
5499,6,189.8,0,0.0,9,208.83333330000002,0.0,0.015384615,70.31635146,0.0,Nov,2,2,3,2,New_Visitor,False,1
5500,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.2,May,2,2,2,13,Returning_Visitor,False,0
5501,0,0.0,0,0.0,11,145.0,0.018181818,0.036363636,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,False,0
5502,7,170.0,0,0.0,27,1342.666667,0.003333333,0.023333332999999998,29.35629782,0.0,Mar,2,2,1,3,Returning_Visitor,False,1
5503,3,512.8333333,2,278.0,3,162.0,0.0,0.014285714,0.0,0.0,Mar,3,2,1,8,New_Visitor,True,0
5504,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,0
5505,5,243.66666669999998,1,415.0,20,1267.233333,0.0,0.01,91.98,0.0,Mar,1,1,3,1,Returning_Visitor,False,1
5506,0,0.0,0,0.0,4,118.0,0.05,0.066666667,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,0
5507,0,0.0,0,0.0,8,254.0,0.0,0.0375,0.0,0.4,May,2,2,4,13,Returning_Visitor,False,0
5508,0,0.0,0,0.0,3,40.4,0.0,0.066666667,0.0,0.0,June,2,2,1,4,Returning_Visitor,True,0
5509,3,42.0,0,0.0,10,706.0,0.0,0.011111111000000002,0.0,0.0,May,2,2,8,1,Returning_Visitor,True,0
5510,5,43.4,0,0.0,32,3121.555556,0.009259259,0.036759259,26.5455,0.0,May,2,4,4,2,Returning_Visitor,False,0
5511,0,0.0,2,31.0,3,47.0,0.04,0.08,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,True,0
5512,3,168.5,0,0.0,5,84.0,0.0,0.025,0.0,0.0,Dec,3,2,7,10,New_Visitor,False,0
5513,1,6.0,0,0.0,2,85.0,0.0,0.066666667,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,0
5514,0,0.0,0,0.0,29,743.1666667000001,0.0,0.006896551999999999,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,0
5515,6,76.3125,0,0.0,187,6338.256636,0.003076923,0.024062504,2.122731861,0.0,Nov,2,4,1,2,Returning_Visitor,False,0
5516,0,0.0,0,0.0,21,499.75,0.00952381,0.033333333,0.0,0.0,Nov,2,4,3,10,Returning_Visitor,False,1
5517,4,202.0,0,0.0,28,714.9666667,0.014666667,0.016973138000000002,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,0
5518,2,26.5,0,0.0,47,716.625,0.0,0.009574468000000001,0.0,0.0,May,2,4,6,5,New_Visitor,False,0
5519,1,7.0,0,0.0,50,2330.7273809999997,0.023809524,0.031399417,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,0
5520,0,0.0,0,0.0,5,381.6666667,0.0,0.02,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,0
5521,0,0.0,0,0.0,5,164.33333330000002,0.06,0.06,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,0
5522,2,27.2,0,0.0,62,976.3333332999998,0.009375,0.015625,0.0,0.0,Nov,2,5,7,1,Returning_Visitor,False,0
5523,0,0.0,0,0.0,12,459.08333330000005,0.004545455,0.084545455,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,0
5524,7,146.7,5,195.0,42,1717.6666670000002,0.001960784,0.029981326000000003,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,0
5525,0,0.0,3,62.75,24,680.2559524000001,0.015384615,0.038461537999999997,72.06822266,0.0,Nov,1,1,8,10,Returning_Visitor,False,0
5526,0,0.0,0,0.0,128,2787.692619,0.003125,0.014175591999999999,0.0,0.0,Jul,2,4,4,1,Returning_Visitor,False,0
5527,0,0.0,0,0.0,35,888.3333332999998,0.005714286,0.024285714,7.609371428999999,0.2,May,2,2,6,3,Returning_Visitor,False,1
5528,0,0.0,0,0.0,3,16.0,0.0,0.066666667,0.0,0.6,May,2,2,5,1,Returning_Visitor,False,0
5529,4,159.0,0,0.0,16,307.6166667,0.0,0.010526316,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,True,0
5530,1,46.5,0,0.0,40,2338.95,0.017073171,0.030325203,9.472914356,0.0,Nov,1,1,1,3,Returning_Visitor,False,1
5531,0,0.0,0,0.0,31,1297.464286,0.0,0.018010753,0.0,0.0,Nov,2,1,1,2,Returning_Visitor,True,0
5532,5,143.83333330000002,1,55.0,19,1762.5,0.0,0.013461538,31.54642738,0.0,Mar,3,2,1,2,Returning_Visitor,False,1
5533,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,6,1,Returning_Visitor,False,0
5534,5,114.25,0,0.0,107,9126.982468,0.005612245,0.017992979,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
5535,0,0.0,0,0.0,2,3.0,0.0,0.1,0.0,0.6,May,2,10,3,1,Returning_Visitor,False,0
5536,2,58.4,0,0.0,84,3528.69125,0.01577381,0.039900793999999996,0.0,0.0,June,2,2,1,1,Returning_Visitor,False,0
