App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
Rescue Robots Survival Games,Game,0,27557,Free,Teen,Action,2018-07-06,6,2018,69000,5e+06,0,7,,,4.1
SwingAid - Level up Golf,Sports,1,752,Free,Everyone,Sports,2018-07-10,10,2018,33000,1e+05,0,7,2,6,4.1
NY mobilbank DK - Danske Bank,Finance,0,851,Free,Everyone,Finance,2018-06-26,26,2018,30000,1e+05,0,6,0,38,4.3
Nike,Shopping,1,67071,Free,Everyone,Shopping,2018-08-01,1,2018,40000,1e+06,0,8,2,24,4.4
PGA TOUR,Sports,0,11151,Free,Everyone,Sports,2018-06-27,27,2018,52000,1e+06,0,6,,6,5
DM Talk New,Communication,1,3,Free,Everyone,Communication,2018-02-07,7,2018,4200,5000,0,2,3,8,2.2
R Programming Language,Family,0,39,Free,Everyone,Education,2017-12-21,21,2017,2900,1000,0,12,1,0,4.2
We Bare Bears Match3 Repairs,Family,1,39153,Free,Everyone,Puzzle,2018-07-25,25,2018,98000,1e+06,0,7,1,1,4.1
US Stock Market,Finance,1,1922,Free,Everyone,Finance,2018-08-01,1,2018,4200,1e+05,0,8,1,28,2.3
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",Finance,1,104,Free,Everyone,Finance,2018-08-07,7,2018,2300,1000,0,8,2,1,4.1
Free live weather on screen,Weather,1,15370,Free,Everyone,Weather,2018-08-02,2,2018,21000,1e+06,0,8,12,2,4.1
Delivery trough - delivery trough delivery trough,Food_and_drink,1,58316,Free,Everyone,Food & Drink,2018-07-25,25,2018,,5e+06,0,7,,,
Blue CareOnDemand,Medical,1,163,Free,Everyone,Medical,2018-06-29,29,2018,40000,10000,0,6,10,4,
FP Click sound changer,Personalization,0,178,Free,Everyone,Personalization,2015-12-26,26,2015,1400,10000,0,12,1,0,1.6
Dr. Splorchy Presents Space Heroes,Game,1,18,Paid,Mature 17+,Adventure,2018-07-23,23,2018,31000,100,4.99,7,1,0,7
Ruler cm,Tools,0,661,Free,Everyone,Tools,2014-09-10,10,2014,809,1e+05,0,9,2,1,2.2
"AC Air condition Troubleshoot,Repair,Maintenance",Books_and_reference,1,27,Free,Everyone,Books & Reference,2018-02-07,7,2018,3100,5000,0,2,1,1,4
Dress Up RagazzA13 DX,Family,0,13,Paid,Everyone,Simulation,2016-09-16,16,2016,42000,100,0.99,9,1,0,
Evil Apples: A Dirty Card Game,Game,1,137696,Free,Mature 17+,Word,2018-07-19,19,2018,55000,5e+06,0,7,2,3,4.2
Sat-Fi,Communication,0,97,Free,Everyone,Communication,2017-08-31,31,2017,,5000,0,8,,,
FutureNet your social app,Social,1,2093,Free,Teen,Social,2018-03-08,8,2018,7000,1e+05,0,3,3,36,4.2
eG Monitor,Productivity,1,8,Free,Everyone,Productivity,2018-07-27,27,2018,7500,100,0,7,2,0,4.1
"Moco+ - Chat, Meet People",Dating,1,1545,Paid,Mature 17+,Dating,2018-06-19,19,2018,,10000,3.99,6,2,6,4.1
MYTO CZ,Maps_and_navigation,0,30,Free,Everyone,Maps & Navigation,2016-02-17,17,2016,4800,5000,0,2,1,2,4.1
InfantRisk Center HCP,Medical,0,41,Paid,Everyone,Medical,2015-05-06,6,2015,14000,1000,9.99,5,1,3,
CL Clock,Business,0,7,Free,Everyone,Business,2016-07-22,22,2016,1300,1000,0,7,1,0,5
Poop Tracker - Toilet Log,Health_and_fitness,1,622,Free,Everyone,Health & Fitness,2018-05-09,9,2018,2500,10000,0,5,1,3,4.4
Bits Watch Face,Productivity,0,6205,Free,Everyone,Productivity,2018-02-05,5,2018,,1e+05,0,2,,,
Long Realty AZ Home Search,Lifestyle,1,132,Free,Everyone,Lifestyle,2018-03-06,6,2018,33000,10000,0,3,5,,4.1
Keller Williams Real Estate,Lifestyle,1,13213,Free,Everyone,Lifestyle,2018-03-28,28,2018,22000,1e+06,0,3,5,,
BT One Phone Mobile App,Communication,0,33,Free,Everyone,Communication,2017-09-18,18,2017,2700,10000,0,9,2,2,4.1
BU School of Public Health,Travel_and_local,1,0,Free,Everyone,Travel & Local,2018-05-20,20,2018,29000,10,0,5,1,4,4.4
5 Minute Veterinary Consult: Canine & Feline,Medical,0,17,Free,Everyone,Medical,2018-03-29,29,2018,6800,1000,0,3,2,6,4.2
DK Virtual Reality,Family,0,42,Free,Everyone,Books & Reference,2018-03-13,13,2018,29000,1000,0,3,1,7,5
AH-1 Viper Cobra Ops - helicopter flight simulator,Game,0,1088,Free,Teen,Action,2018-02-16,16,2018,86000,1e+05,0,2,1,0,4.3
S Player - Lightest and Most Powerful Video Player,Tools,1,14224,Free,Everyone,Tools,2017-10-12,12,2017,7100,1e+06,0,10,1,0,2.3
iWnn IME for Nexus,Tools,0,2394,Free,Everyone,Tools,2014-11-13,13,2014,,5e+06,0,11,,,
CB Mobile,Business,1,3,Free,Everyone,Business,2018-04-26,26,2018,2600,100,0,4,10,,4
EZ Switch Widget,Productivity,1,2412,Free,Everyone,Productivity,2012-09-27,27,2012,192,1e+05,0,9,0,1,2.2
StyleSeat,Lifestyle,1,20304,Free,Everyone,Lifestyle,2018-07-31,31,2018,24000,5e+05,0,7,4,35,
Instagram,Social,1,66577313,Free,Teen,Social,2018-07-31,31,2018,,1e+09,0,7,,,
Arabic Alif Ba Ta For Kids,Family,1,226,Free,Everyone,Education,2017-05-30,30,2017,26000,1e+05,0,5,1,0,2.3
Bluetooth Control BT->uC FREE,Tools,0,67,Free,Everyone,Tools,2016-06-06,6,2016,2700,10000,0,6,1,9,3
DV-2019 UK/British,Family,1,166,Free,Everyone,Entertainment,2018-03-11,11,2018,4200,5000,0,3,3,0,4
Sworkit Kids - Fitness Meets Fun,Family,1,9856,Free,Everyone,Health & Fitness,2016-02-02,2,2016,55000,1e+05,0,2,1,1,4
MegaN64 (N64 Emulator),Family,1,877576,Free,Everyone,Casual,2016-05-14,14,2016,12000,1e+07,0,5,6,0,2
Digi Dex for DW Next Order @PS4,Tools,1,155,Free,Everyone,Tools,2018-02-24,24,2018,16000,10000,0,2,1,3,5
Yoga - Track Yoga,Health_and_fitness,1,7976,Free,Everyone,Health & Fitness,2018-07-09,9,2018,44000,5e+05,0,7,7,0,
Dunkin' Donuts,Food_and_drink,1,68103,Free,Everyone,Food & Drink,2018-06-20,20,2018,66000,1e+06,0,6,5,0,4.4
Learn To Draw Glow Princess,Family,1,3323,Free,Everyone,Casual,2017-07-14,14,2017,9600,1e+06,0,7,1,0,
BG BRIDAL GALLERY,Lifestyle,1,17,Free,Everyone,Lifestyle,2018-06-27,27,2018,19000,1000,0,6,2,1,4.4
Rope'n'Fly 3 - Dusk Till Dawn,Game,0,166033,Free,Everyone 10+,Arcade,2018-01-31,31,2018,23000,1e+07,0,1,3,6,2.3
Q-Tech Companion App,Food_and_drink,0,17,Free,Everyone,Food & Drink,2017-03-08,8,2017,3100,10000,0,3,1,6,4.4
Do it (Tomorrow),Productivity,1,26452,Free,Everyone,Productivity,2014-11-03,3,2014,4000,1e+06,0,11,2,3,2.1
Motorbike Driving Simulator 3D,Game,0,178723,Free,Everyone,Racing,2016-12-25,25,2016,65000,1e+07,0,12,4,1,
Heroes Arena,Game,1,336386,Free,Everyone 10+,Action,2018-07-24,24,2018,88000,1e+07,0,7,2,0,
Baby Monitor AV,Communication,0,1434,Free,Everyone,Communication,2014-03-06,6,2014,9500,1e+05,0,3,1,2,2.3
ChatVideo Meet new people,Dating,1,63986,Free,Mature 17+,Dating,2018-05-31,31,2018,20000,5e+06,0,5,3,0,4
DN Diamonds,Business,1,4,Free,Everyone,Business,2018-07-31,31,2018,10000,100,0,7,3,9,
Lotte Home Shopping LOTTE Homeshopping,Shopping,0,8820,Free,Everyone,Shopping,2018-07-25,25,2018,33000,5e+06,0,7,3,0,
My Ag Report,Productivity,1,1,Free,Everyone,Productivity,2018-06-18,18,2018,3200,50,0,6,1,2,5.1
Bu Hangi Film ?,Family,1,3,Free,Everyone,Puzzle,2017-08-31,31,2017,25000,100,0,8,3,2,
Be the Expert in Phlebotomy - Professional Nursing,Medical,1,0,Paid,Everyone,Medical,2018-07-24,24,2018,5000,1,0.99,7,1,0,
SportCAM,Tools,0,427,Free,Everyone,Tools,2018-05-04,4,2018,9500,1e+05,0,5,1,7,2.2
BS Play,Family,0,56,Free,Everyone,Education,2015-03-04,4,2015,1500,5000,0,3,1,1,4
MSN Sports - Scores & Schedule,Sports,1,35394,Free,Everyone,Sports,2018-07-05,5,2018,21000,5e+05,0,7,1,2,4.2
News: DW Español,News_and_magazines,1,25,Free,Everyone,News & Magazines,2018-04-26,26,2018,6300,1000,0,4,1,0,4.1
BW SmartLife,Tools,1,0,Free,Everyone,Tools,2017-12-05,5,2017,8800,100,0,12,1,1,4.1
DC Trails-Hop On Hop Off Tours,Travel_and_local,0,16,Free,Everyone,Travel & Local,2018-08-01,1,2018,18000,5000,0,8,1,4,
PokeType - Dex,Family,1,36813,Free,Everyone,Entertainment,2018-05-01,1,2018,33000,5e+05,0,5,4,2,4.1
Mat|r viewer,Productivity,1,5,Free,Everyone,Productivity,2018-07-27,27,2018,28000,100,0,7,1,0,5
New Wallpapers Toyota FJ Cruiser Theme,Personalization,1,1,Free,Teen,Personalization,2018-02-23,23,2018,16000,100,0,2,1,0,4.1
US Army Training Courses Game,Family,1,27130,Free,Everyone,Simulation,2017-12-08,8,2017,35000,5e+06,0,12,1,4,2.3
Whist - Tinnitus Relief,Medical,1,12,Paid,Everyone,Medical,2017-03-02,2,2017,5100,1000,1.99,3,1,2,4.1
White Sound Pro,Health_and_fitness,1,16570,Free,Everyone,Health & Fitness,2018-07-29,29,2018,73000,5e+05,0,7,4,8,4.4
Girls Craft: Exploration,Family,0,130689,Free,Everyone 10+,Simulation,2018-08-03,3,2018,57000,5e+06,0,8,1,32,4.2
BF Movies Fun,Family,0,63,Free,Teen,Entertainment,2018-04-07,7,2018,3700,10000,0,4,1,0,
My FR App,Tools,1,2,Free,Everyone,Tools,2018-04-09,9,2018,4200,100,0,4,1,,
Manga Zero - Japanese cartoon and comic reader,Comics,1,15194,Free,Teen,Comics,2018-07-19,19,2018,15000,1e+06,0,7,4,7,4.2
New Launcher 2018,Personalization,1,142393,Free,Everyone,Personalization,2018-07-31,31,2018,12000,1e+07,0,7,1,,4.2
Qapital - Save Small. Live Large,Finance,1,8662,Free,Everyone,Finance,2018-07-20,20,2018,38000,1e+05,0,7,2,5,4.4
Facebook Pages Manager,Business,0,1279184,Free,Everyone,Business,2018-08-02,2,2018,,5e+07,0,8,,,
Grand Theft Auto V: The Manual,Family,1,182103,Free,Teen,Entertainment,2018-07-31,31,2018,6900,5e+06,0,7,5,0,3
Weight Watchers Mobile,Health_and_fitness,1,270267,Free,Everyone,Health & Fitness,2018-07-31,31,2018,58000,5e+06,0,7,6,15,4.1
FD CANNECT,Tools,1,1,Free,Everyone,Tools,2018-07-31,31,2018,75000,1,0,7,3,,8
Toy Attack,Game,1,3878,Free,Everyone,Action,2018-04-04,4,2018,69000,5e+05,0,4,1,9,
Belo Horizonte Map offline,Travel_and_local,1,11,Free,Everyone,Travel & Local,2018-07-12,12,2018,18000,1000,0,7,1,,4.3
EJ.by,News_and_magazines,1,10,Free,Everyone,News & Magazines,2015-10-27,27,2015,2300,500,0,10,1,2,
Co Checker,Tools,0,12,Free,Everyone,Tools,2017-10-20,20,2017,2000,1000,0,10,1,8,4.3
Dr. Gomoku,Game,0,85317,Free,Everyone,Board,2018-01-15,15,2018,4500,5e+06,0,1,1,,
Be Like Bill - Maker,Family,1,18,Free,Everyone,Entertainment,2016-01-27,27,2016,1700,1000,0,1,1,2,3.2
UNO ™ & Friends,Game,1,1728557,Free,Everyone,Card,2017-09-20,20,2017,,5e+07,0,9,,,
SCI-Ex,Health_and_fitness,0,8,Free,Everyone,Health & Fitness,2018-06-28,28,2018,7900,1000,0,6,1,,5
Lie Detector Test Prank,Family,1,222308,Free,Everyone,Entertainment,2018-07-31,31,2018,6900,1e+07,0,7,3,0,4.4
El Laberinto del Demonio 3D,Family,0,20421,Free,Teen,Puzzle,2015-08-20,20,2015,31000,1e+06,0,8,1,5,2.3
CB Heroes,Social,1,5,Free,Everyone,Social,2018-08-04,4,2018,1800,5,0,8,1,2,5
DSLR Camera Hd Ultra Professional,Photography,1,4410,Free,Everyone,Photography,2018-06-27,27,2018,4500,1e+06,0,6,4,1,
BV Aventure,Travel_and_local,1,0,Free,Everyone,Travel & Local,2016-07-22,22,2016,5000,100,0,7,1,3,4
AE Sudoku,Family,1,2171,Free,Everyone,Puzzle,2015-07-29,29,2015,12000,1e+05,0,7,1,1,2.2
DCUO|CR Calculator Pro,Tools,1,82,Paid,Everyone,Tools,2017-08-14,14,2017,1700,500,0.99,8,3,3,3
Cook 'n Learn Smart Kitchen,Family,0,205,Free,Everyone,Education,2017-03-06,6,2017,62000,50000,0,3,1,0,4.3
Resume & CV Creator by Desygner,Productivity,1,48,Free,Everyone,Productivity,2018-07-23,23,2018,26000,5000,0,7,2,11,5
Ba Cristi,Game,0,196,Free,Everyone,Adventure,2016-03-22,22,2016,35000,10000,0,3,1,0,2.3
Global Shop,Business,1,0,Free,Everyone,Business,2018-02-23,23,2018,3300,50,0,2,1,1,4
Time Recording - Timesheet App,Productivity,1,23393,Free,Everyone,Productivity,2018-07-12,12,2018,,1e+06,0,7,,,
Pocket SAT Math,Education,0,430,Free,Everyone,Education,2014-07-11,11,2014,526,10000,0,7,1,2,2.1
AJ RETAILS,Shopping,1,9,Free,Everyone,Shopping,2018-06-01,1,2018,169,10,0,6,,,2.2
FO BOULANGER,Finance,1,10,Free,Everyone,Finance,2018-05-15,15,2018,19000,50,0,5,1,0,4.4
RPG ブレイジング ソウルズ アクセレイト,Family,0,159,Paid,Teen,Role Playing,2018-04-26,26,2018,3100,1000,10.99,4,2,12,2.3
Sharaf DG,Shopping,0,7006,Free,Everyone,Shopping,2018-05-12,12,2018,12000,5e+05,0,5,3,10,4.4
Ivanti AE Agent,Business,1,1,Free,Everyone,Business,2018-05-10,10,2018,2900,1000,0,5,11,0,
Dungeon Hunter Champions: Epic Online Action RPG,Game,1,26247,Free,Teen,Role Playing,2018-07-26,26,2018,,1e+06,0,7,1,1,
Energenie EG-PM1W Setup Wizard,Tools,0,17,Free,Everyone,Tools,2014-10-10,10,2014,523,1000,0,10,1,,2.2
ai.Bot Box,Productivity,1,0,Free,Everyone,Productivity,2017-03-01,1,2017,,10000,0,3,,,
Cochrane Library,Medical,0,3,Free,Everyone,Medical,2018-07-17,17,2018,10000,100,0,7,1,5,4.1
CV Maker Pro,Business,0,113,Free,Everyone,Business,2018-06-09,9,2018,8600,10000,0,6,3,4,4.1
VetCode,Medical,1,28,Free,Everyone,Medical,2018-07-07,7,2018,5700,5000,0,7,1,0,4.4
CS,Business,1,5,Free,Everyone,Business,2015-08-13,13,2015,8300,100,0,8,,0,4.1
WiFi Baby Monitor - NannyCam,Video_players,1,29867,Free,Everyone,Video Players & Editors,2017-05-24,24,2017,1700,5e+06,0,5,3,1,
Mu Elite BR,Business,1,30,Free,Everyone 10+,Business,2018-07-16,16,2018,93000,100,0,7,3,0,2.3
Clarksburg AH,Medical,0,1,Free,Everyone,Medical,2017-05-01,1,2017,28000,50,0,5,,0,
Food Calorie Calculator,Health_and_fitness,1,1324,Free,Everyone,Health & Fitness,2018-01-29,29,2018,4000,1e+05,0,1,10,2,4
BN Pro Play HD Text,Libraries_and_demo,1,63,Free,Everyone,Libraries & Demo,2017-02-05,5,2017,417,5000,0,2,2,3,1.6
Al-Moazin Lite (Prayer Times),Lifestyle,1,284670,Free,Everyone,Lifestyle,2018-07-24,24,2018,,1e+07,0,7,,,
Kids Educational Game 3 Free,Family,1,24936,Free,Everyone,Education,2018-05-16,16,2018,38000,5e+06,0,5,3,1,4.1
EZ App Installer,Tools,1,533,Free,Everyone,Tools,2017-07-22,22,2017,1400,1e+05,0,7,1,4,4
Hair saloon - Spa salon,Family,1,38473,Free,Everyone,Casual,2018-04-11,11,2018,23000,1e+07,0,4,1,0,4.1
BioLife Plasma Services,Medical,0,250,Free,Everyone,Medical,2018-07-09,9,2018,23000,1e+05,0,7,1,2,4.4
Solitaire,Game,1,254258,Free,Everyone,Card,2018-08-01,1,2018,23000,1e+07,0,8,2,,4.1
BI News,News_and_magazines,1,22,Free,Everyone,News & Magazines,2018-06-10,10,2018,25000,1000,0,6,1,5,4.1
JNews DZ - Algerian Newspapers,News_and_magazines,0,146,Free,Everyone,News & Magazines,2016-07-16,16,2016,3000,10000,0,7,2,4,2.3
7 Nights at Pixel Pizzeria - 2,Game,0,23168,Free,Teen,Adventure,2018-07-09,9,2018,54000,1e+06,0,7,1,3,4.4
BatControl Pro,Tools,1,83,Paid,Everyone,Tools,2018-06-01,1,2018,3100,500,3.99,6,2,0,5
"GPS Speedometer, Distance Meter",Maps_and_navigation,1,16094,Free,Everyone,Maps & Navigation,2018-07-31,31,2018,5400,1e+06,0,7,2,7,4
HTC Sense Input - FA,Tools,1,1420,Free,Everyone,Tools,2015-11-09,9,2015,1600,1e+05,0,11,1,0,5
Chegg Study - Homework Help,Education,1,14700,Free,Everyone,Education,2018-07-30,30,2018,21000,1e+06,0,7,5,7,4.4
School scientific calculator fx 500 es plus 500 ms,Family,1,1553,Free,Everyone,Education,2018-08-02,2,2018,9200,1e+05,0,8,3,3,4
Ludo - Don't get angry,Game,1,131,Paid,Everyone,Board,2016-02-24,24,2016,23000,1000,1.61,2,1,6,
Video Maker with Photo and Music,Photography,1,4871,Free,Everyone,Photography,2018-03-19,19,2018,30000,1e+06,0,3,1,0,4.1
Flickr,Photography,1,251951,Free,Mature 17+,Photography,2018-07-11,11,2018,16000,1e+07,0,7,4,7,4.4
Drag'n'Boom,Game,1,133180,Free,Everyone 10+,Arcade,2018-01-12,12,2018,54000,1e+06,0,1,1,1,4.4
Technology CM Locker Theme,Personalization,1,10093,Free,Everyone,Personalization,2016-02-26,26,2016,5500,1e+06,0,2,1,0,4
NativeScript Developer Day EU,Business,1,2,Free,Everyone,Business,2017-09-23,23,2017,12000,100,0,9,1,2,4.2
Micro Fi,Family,0,39,Free,Everyone,Education,2014-02-12,12,2014,2800,5000,0,2,2,4,
Calculator,Dating,0,57,Paid,Everyone,Dating,2017-10-25,25,2017,6200,1000,6.99,10,1,1,4
Dr. Parker : Parking Simulator,Game,1,14253,Free,Everyone,Racing,2018-01-18,18,2018,81000,1e+06,0,1,3,1,4
B.T.,News_and_magazines,0,636,Free,Everyone,News & Magazines,2018-06-08,8,2018,1400,1e+05,0,6,1,12,4.1
CQ,News_and_magazines,0,7,Free,Everyone 10+,News & Magazines,2018-05-18,18,2018,3400,1000,0,5,1,0,
BBC Persian | BBC Farsi News,News_and_magazines,1,978,Free,Everyone,News & Magazines,2018-05-12,12,2018,2900,1e+05,0,5,1,8,
Remote for Samsung TV & BluRay Players (Read Desc),Tools,0,1988,Free,Everyone,Tools,2018-08-03,3,2018,7300,5e+05,0,8,,15,4.3
Shoot Bubble - Fruit Splash,Game,1,29445,Free,Everyone,Casual,2018-05-11,11,2018,29000,5e+06,0,5,14,0,
One Night at Golden Freddy's,Game,0,2717,Free,Teen,Action,2017-12-07,7,2017,4000,1e+05,0,12,0,1,2.3
PHONE for Google Voice & GTalk,Communication,1,72065,Free,Everyone,Communication,2018-04-18,18,2018,13000,1e+06,0,4,3,0,4
Quiz DC,Game,0,33,Free,Everyone,Trivia,2017-12-25,25,2017,3100,1000,0,12,1,10,4.1
myvi by,Medical,0,122,Free,Everyone,Medical,2018-08-03,3,2018,,10000,0,8,,,
LEGO® DC Mighty Micros,Family,1,139545,Free,Everyone,Racing,2018-01-30,30,2018,63000,1e+07,0,1,1,6,4.1
TO-FU Oh!SUSHI,Family,1,59917,Free,Everyone,Education,2018-07-31,31,2018,92000,5e+06,0,7,2,3,4.4
Sygic Truck GPS Navigation,Travel_and_local,1,18294,Free,Everyone,Travel & Local,2018-08-02,2,2018,28000,1e+06,0,8,13,8,4
"view.com.au - Buy, Rent or Research Real Estate",Lifestyle,0,212,Free,Everyone,Lifestyle,2017-09-26,26,2017,12000,50000,0,9,2,1,4.1
Fate/Grand Order (English),Game,1,16601,Free,Teen,Role Playing,2018-07-26,26,2018,55000,5e+05,0,7,1,18,4
"NerdWallet: Personal Finance, Credit Score & Cash",Finance,1,2417,Free,Everyone,Finance,2018-08-03,3,2018,28000,1e+05,0,8,3,5,4.4
DW Tech Tools,Business,1,1,Free,Everyone,Business,2018-07-24,24,2018,5900,100,0,7,,1,4.1
"9GAG: Funny Gifs, Pics, Memes & Videos for IGTV",Family,1,1450632,Free,Teen,Entertainment,2018-08-03,3,2018,,1e+07,0,8,,,
Hafizi Quran 15 lines per page,Books_and_reference,1,55011,Free,Everyone,Books & Reference,2017-11-02,2,2017,68000,1e+06,0,11,1,1,4.1
Virtual Eye AI,Tools,1,26,Free,Everyone,Tools,2018-05-27,27,2018,3800,500,0,5,1,2,4
News :DW Bangali,News_and_magazines,1,1,Free,Everyone,News & Magazines,2018-07-02,2,2018,6300,10,0,7,1,0,4.1
Steam: Rails to Riches,Family,1,214,Paid,Everyone,Board,2017-12-13,13,2017,67000,5000,4.99,12,3,3,4.1
Bacterial Vaginosis Treatment,Medical,1,0,Free,Everyone,Medical,2018-06-25,25,2018,3400,50,0,6,1,0,4
Web Browser,Communication,1,10965,Free,Everyone,Communication,2015-02-02,2,2015,2300,5e+05,0,2,2,0,3
Kids Photo Frames,Photography,1,15700,Free,Everyone,Photography,2018-07-07,7,2018,10000,1e+06,0,7,2,3,
AE Archer,Sports,0,8638,Free,Everyone,Sports,2015-09-02,2,2015,,5e+05,0,9,,,
Permit Test FL Florida DHSMV,Family,1,246,Free,Everyone,Education,2017-10-12,12,2017,11000,10000,0,10,2,9,4.1
Free CV Creator,Tools,0,37,Free,Everyone,Tools,2018-07-18,18,2018,21000,10000,0,7,1,3,4.4
"Alphabet ""H"" Passcode Lock Screen",Personalization,1,2,Free,Everyone,Personalization,2017-12-21,21,2017,3000,100,0,12,1,0,4.1
Dx Ludo,Family,0,215,Free,Everyone,Puzzle,2011-04-18,18,2011,2600,50000,0,4,1,0,2.1
Basket Manager 2017 Pro,Sports,1,163,Paid,Everyone,Sports,2017-10-06,6,2017,4600,1000,0.99,10,3,9,4.1
CY.SEND Online Top Up,Finance,0,191,Free,Everyone,Finance,2018-01-25,25,2018,10000,10000,0,1,4,5,4
CG Districts,Social,0,14,Free,Everyone,Social,2018-05-03,3,2018,,1000,0,5,,,
CARS.bg,Auto_and_vehicles,1,276,Free,Everyone,Auto & Vehicles,2017-07-05,5,2017,1700,1e+05,0,7,1,1,4.4
Maps & GPS Navigation — OsmAnd,Maps_and_navigation,1,60838,Free,Everyone,Maps & Navigation,2018-08-06,6,2018,,5e+06,0,8,,,
Kinot Tisha'a Be'av - Ashkenaz,Lifestyle,1,82,Free,Everyone,Lifestyle,2015-07-26,26,2015,8700,5000,0,7,2,1,
B-Dubs®,Lifestyle,0,3042,Free,Everyone,Lifestyle,2018-07-05,5,2018,,5e+05,0,7,,,
ES Remote,Family,0,707,Free,Everyone,Entertainment,2014-11-20,20,2014,15000,1e+05,0,11,2,1,2.3
Draw a Stickman: EPIC 2 Free,Game,1,213340,Free,Everyone,Adventure,2018-06-14,14,2018,24000,1e+07,0,6,1,2,4
Timetable,Education,1,40209,Free,Everyone,Education,2018-05-24,24,2018,,1e+06,0,5,,,
Bu Nedir ?,Game,1,0,Free,Everyone,Trivia,2018-04-15,15,2018,33000,50,0,4,3,1,
Paraglider Dashboard,Sports,1,549,Free,Everyone,Sports,2018-03-03,3,2018,2800,50000,0,3,2,1,4
Sabbath School 4,Family,1,2871,Free,Everyone,Education,2015-05-08,8,2015,18000,1e+05,0,5,1,6,
CI Screwed - Icon Pack,Personalization,1,19,Free,Everyone,Personalization,2016-06-30,30,2016,6400,1000,0,6,1,5,
F-Secure SAFE,Tools,1,9433,Free,Everyone,Tools,2018-07-30,30,2018,9300,5e+05,0,7,17,4,5
Netflix,Entertainment,1,5456208,Free,Teen,Entertainment,2018-07-31,31,2018,,1e+08,0,7,,,
AT&T Visual Voicemail,Communication,0,13761,Free,Everyone,Communication,2018-06-27,27,2018,,1e+07,0,6,,,
Hush - Beauty for Everyone,Beauty,1,18900,Free,Everyone,Beauty,2018-08-02,2,2018,17000,5e+05,0,8,6,10,5
MealLogger-Photo Food Journal,Health_and_fitness,0,217,Free,Teen,Health & Fitness,2017-08-23,23,2017,9400,50000,0,8,4,6,
Escape the Prison Room,Family,0,113183,Free,Everyone,Puzzle,2017-12-15,15,2017,36000,5e+06,0,12,10,6,4.1
Samsung Smart Switch Mobile,Tools,1,146913,Free,Everyone,Tools,2018-07-18,18,2018,24000,1e+08,0,7,3,5,4
BS MAPS,Maps_and_navigation,1,6,Free,Everyone,Maps & Navigation,2018-07-28,28,2018,2500,50,0,7,2,1,4
10 Best Foods for You,Health_and_fitness,0,2490,Free,Everyone 10+,Health & Fitness,2017-02-17,17,2017,3800,5e+05,0,2,1,9,
Bubble Witch 2 Saga,Family,1,2838064,Free,Everyone,Casual,2018-08-06,6,2018,,1e+08,0,8,,,
tournaments and more.aj.2,Communication,1,0,Free,Teen,Communication,2017-09-25,25,2017,4200,100,0,9,4,3,2.3
LateRooms: Find Hotel Deals,Travel_and_local,1,2419,Free,Everyone,Travel & Local,2018-05-29,29,2018,13000,1e+06,0,5,1,24,4.1
stranger chat - anonymous chat,Dating,0,13202,Free,Mature 17+,Dating,2018-07-07,7,2018,6100,1e+06,0,7,2,4,4.1
CM FILE MANAGER,Tools,1,953790,Free,Everyone,Tools,2018-08-05,5,2018,,5e+07,0,8,,,
"LALALAB prints your photos, photobooks and magnets",Photography,1,50424,Free,Everyone,Photography,2018-08-02,2,2018,82000,1e+06,0,8,,,4.1
Mukwonago AH,Medical,1,1,Free,Everyone,Medical,2017-06-29,29,2017,29000,100,0,6,,0,
FB Advanced Search,Social,1,2,Free,Teen,Social,2018-07-21,21,2018,11000,50,0,7,1,1,4.4
Axxess Updater,Tools,0,56,Free,Everyone,Tools,2016-12-19,19,2016,2300,10000,0,12,1,3,3.1
H Band 2.0,Health_and_fitness,0,4031,Free,Everyone,Health & Fitness,2018-06-15,15,2018,8900,5e+05,0,6,3,0,4.4
FO Interim,Communication,1,1,Free,Everyone,Communication,2017-03-14,14,2017,11000,100,0,3,1,0,4.1
Sniper 3D Gun Shooter: Free Shooting Games - FPS,Game,1,7671249,Free,Mature 17+,Action,2018-08-02,2,2018,,1e+08,0,8,,,
Whoowasit? - Best kids game!,Family,0,248,Paid,Everyone,Board,2018-07-24,24,2018,26000,5000,2.99,7,1,6,4.1
News: RFI Hausa,News_and_magazines,1,10,Free,Everyone,News & Magazines,2018-04-28,28,2018,6300,1000,0,4,1,0,4.1
Plants vs. Zombies FREE,Game,1,4066989,Free,Everyone 10+,Strategy,2018-07-06,6,2018,69000,1e+08,0,7,2,2,4.1
CW Mobile,Family,1,3,Free,Everyone,Education,2018-06-25,25,2018,22000,50,0,6,3,3,4.2
Emerge EV App (eBike App),Lifestyle,0,26,Free,Everyone,Lifestyle,2018-05-15,15,2018,,1000,0,5,,,6
California Cameras - Traffic,Travel_and_local,0,305,Free,Everyone,Travel & Local,2018-06-20,20,2018,5400,10000,0,6,6,3,
I’m Expecting - Pregnancy App,Health_and_fitness,1,71269,Free,Everyone,Health & Fitness,2018-03-30,30,2018,49000,1e+06,0,3,2,3,
Bo's Dinnertime Story,Family,1,6,Paid,Everyone,Education,2017-12-25,25,2017,33000,1000,2.49,12,1,5,
