App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android,letters_app,words_app,rate_reviews_install,rate_version_subversion,rate_reviews_size,rate_installs_size,mean_reviews_category,mean_reviews_genres
Blur Image - DSLR focus effect,Photography,0,38055,Free,Everyone,Photography,2017-06-16,16,2017,4100,5e+06,0,6,1,17,4,30,6,0.007611,0.0588235294117647,9.28170731707317,1219.51219512195,379773.567901235,379773.567901235
CK SKILLZ,Health_and_fitness,1,0,Free,Everyone,Health & Fitness,2018-05-15,15,2018,8600,50,0,5,1,1,4.1,9,2,0,1,0,0.00581395348837209,59146.6588235294,58696.7965116279
DreamWorks Friends,Family,0,1042,Free,Everyone,Role Playing,2017-08-04,4,2017,48000,1e+05,0,8,2,5,4.3,18,2,0.01042,0.4,0.0217083333333333,2.08333333333333,64330.0062836625,172010.873015873
Alarm Clock Plus★,Lifestyle,1,155693,Free,Everyone,Lifestyle,2014-09-30,30,2014,,5e+06,0,9,,,,17,3,0.0311386,,,,38441.6803652968,38441.6803652968
Rope'n'Fly 4,Game,1,234606,Free,Everyone,Action,2018-01-29,29,2018,59000,1e+07,0,1,3,1,2.3,12,2,0.0234606,3,3.97637288135593,169.491525423729,651322.235800344,473128.723404255
Windguru Lite,Weather,0,9307,Free,Everyone,Weather,2018-01-09,9,2018,5000,1e+06,0,1,2,0,4.4,13,2,0.009307,0,1.8614,200,168071.108695652,168071.108695652
SBB Mobile,Maps_and_navigation,0,20605,Free,Everyone,Maps & Navigation,2018-08-06,6,2018,,1e+06,0,8,,,,10,2,0.020605,,,,48306.2567567568,48306.2567567568
BW-Go Free,Game,1,547,Free,Everyone,Board,2015-06-18,18,2015,1300,10000,0,6,4,8,2.3,10,2,0.0547,0.5,0.420769230769231,7.69230769230769,651322.235800344,58453.775
Notepad,Productivity,1,80581,Free,Everyone,Productivity,2016-10-16,16,2016,2500,1e+07,0,10,2,4,2.3,7,1,0.0080581,0.5,32.2324,4000,152064.489270386,152064.489270386
DEAD TARGET: FPS Zombie Apocalypse Survival Games,Game,1,1468591,Free,Mature 17+,Action,2018-07-23,23,2018,,5e+07,0,7,,,,49,7,0.02937182,,,,651322.235800344,473128.723404255
Portes du Soleil,Sports,0,500,Free,Everyone,Sports,2018-02-16,16,2018,39000,50000,0,2,10,12,4.1,16,3,0.01,0.833333333333333,0.0128205128205128,1.28205128205128,102687.961904762,169652.671296296
AP Math & Computer Science,Family,0,37,Free,Everyone,Education,2015-07-19,19,2015,9500,5000,0,7,2,16,2.3,26,5,0.0074,0.125,0.00389473684210526,0.526315789473684,64330.0062836625,33912.0745920746
Tinnitus Alleviator,Medical,0,82,Free,Everyone,Medical,2017-12-23,23,2017,42000,5000,0,12,1,6,4.1,19,2,0.0164,0.166666666666667,0.00195238095238095,0.119047619047619,2982.98023715415,2982.98023715415
Flashlight HD LED,Tools,1,618918,Free,Everyone,Tools,2018-07-28,28,2018,,5e+07,0,7,,,,17,3,0.01237836,,,,300009.696252466,300009.696252466
EO GSEA,Business,1,1,Free,Everyone,Business,2018-01-04,4,2018,30000,10,0,1,1,0,4.4,7,2,0.1,0,3.33333333333333e-05,0.000333333333333333,17597.0037878788,17597.0037878788
Cacique CF,Sports,1,19,Free,Everyone,Sports,2016-10-10,10,2016,3500,100,0,10,1,,,10,2,0.19,,0.00542857142857143,0.0285714285714286,102687.961904762,169652.671296296
N-Back,Family,1,413,Free,Everyone,Puzzle,2016-02-15,15,2016,930,10000,0,2,1,6,2.1,6,1,0.0413,0.166666666666667,0.444086021505376,10.752688172043,64330.0062836625,180459.85
Dictionary - WordWeb,Books_and_reference,1,124970,Free,Teen,Books & Reference,2018-05-26,26,2018,,5e+06,0,5,,,,20,3,0.024994,,,,49897.8571428571,49076.9917355372
"Truecaller: Caller ID, SMS spam blocking & Dialer",Communication,1,7820209,Free,Everyone,Communication,2018-08-01,1,2018,,1e+08,0,8,,,,49,8,0.07820209,,,,1284007.25128205,1284007.25128205
A-Z Screen Recorder -,Video_players,1,17,Free,Everyone,Video Players & Editors,2018-07-23,23,2018,3700,500,0,7,1,0,4.4,21,4,0.034,0,0.0045945945945946,0.135135135135135,329225.936170213,326179.12631579
Alabama Ag Credit Ag Banking,Finance,1,0,Free,Everyone,Finance,2018-02-09,9,2018,,100,0,2,5,3,4.4,28,5,0,1.66666666666667,,,44660.4509803922,44660.4509803922
Gormey: Find Best Restaurants,Travel_and_local,1,34,Free,Everyone,Travel & Local,2017-08-29,29,2017,7600,1000,0,8,2,3,,29,4,0.034,0.666666666666667,0.00447368421052632,0.131578947368421,160462.488721805,160462.488721805
Al'Quran Bahasa Indonesia PRO,Books_and_reference,1,1340,Paid,Everyone,Books & Reference,2018-05-16,16,2018,11000,10000,4.49,5,4,0,2.2,29,4,0.134,0,0.121818181818182,0.909090909090909,49897.8571428571,49076.9917355372
Multicraft Miner Exploration,Game,0,14563,Free,Everyone 10+,Adventure,2017-12-22,22,2017,74000,1e+06,0,12,0,6,4.1,28,3,0.014563,0,0.196797297297297,13.5135135135135,651322.235800344,350283.321428571
Digital Tourist BH Itinerary,Travel_and_local,1,19,Free,Everyone,Travel & Local,2015-10-13,13,2015,14000,500,0,10,0,9,2.2,28,4,0.038,0,0.00135714285714286,0.0357142857142857,160462.488721805,160462.488721805
"Women""s Health Tips(Breast,Face,Body,weight lose)",Health_and_fitness,1,2509,Free,Mature 17+,Health & Fitness,2018-04-20,20,2018,5000,1e+06,0,4,1,8,4.1,49,4,0.002509,0.125,0.5018,200,59146.6588235294,58696.7965116279
Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,Auto_and_vehicles,1,10479,Free,Everyone,Auto & Vehicles,2018-07-18,18,2018,33000,1e+05,0,7,1,7,4,81,13,0.10479,0.142857142857143,0.317545454545455,3.03030303030303,18733.3461538462,18733.3461538462
B-Messenger Video Chat,Social,1,12495,Free,Mature 17+,Social,2017-08-19,19,2017,19000,1e+06,0,8,7,1,2.3,22,3,0.012495,7,0.657631578947369,52.6315789473684,1290707.14925373,1290707.14925373
Tomo A.i. Pet Chat Bot,Family,0,40,Free,Everyone,Entertainment,2017-05-15,15,2017,3600,1000,0,5,1,0,,22,5,0.04,0,0.0111111111111111,0.277777777777778,64330.0062836625,109901.17827298
My EU,Family,0,4,Free,Everyone,Education,2017-05-15,15,2017,13000,100,0,5,3,2,4.1,5,2,0.04,1.5,0.000307692307692308,0.00769230769230769,64330.0062836625,33912.0745920746
CK-12 Physics Simulations,Family,1,30,Free,Everyone,Education,2018-04-18,18,2018,24000,5000,0,4,1,0,4.1,25,3,0.006,0,0.00125,0.208333333333333,64330.0062836625,33912.0745920746
G-Switch 3,Game,1,3656,Free,Everyone,Action,2018-03-15,15,2018,39000,1e+05,0,3,1,1,3,10,2,0.03656,1,0.0937435897435897,2.56410256410256,651322.235800344,473128.723404255
Word Search,Game,1,295241,Free,Everyone,Word,2018-06-06,6,2018,3900,1e+07,0,6,1,1,3,11,2,0.0295241,1,75.7028205128205,2564.10256410256,651322.235800344,148312.647058824
Radiology CT Anatomy,Medical,1,345,Free,Everyone,Medical,2018-01-20,20,2018,14000,50000,0,1,1,6,4,20,3,0.0069,0.166666666666667,0.0246428571428571,3.57142857142857,2982.98023715415,2982.98023715415
AT&T Messages for Tablet,Communication,0,3044,Free,Everyone,Communication,2017-04-03,3,2017,,1e+06,0,4,,,,24,4,0.003044,,,,1284007.25128205,1284007.25128205
Pain Tracker & Diary,Medical,1,3,Paid,Everyone,Medical,2018-01-02,2,2018,4600,100,2.99,1,1,50,4.1,20,4,0.03,0.02,0.000652173913043478,0.0217391304347826,2982.98023715415,2982.98023715415
Tiny Defense,Family,1,29387,Free,Everyone,Strategy,2015-08-22,22,2015,16000,1e+06,0,8,1,0,3,12,2,0.029387,0,1.8366875,62.5,64330.0062836625,1495469.45614035
Bible Quizzer - The App for Bible Quizzers,Family,1,0,Free,Everyone,Education,2018-08-02,2,2018,33000,100,0,8,,0,4.2,42,8,0,,0,0.00303030303030303,64330.0062836625,33912.0745920746
Video Wallpaper Show,Video_players,1,0,Free,Everyone,Video Players & Editors,2018-07-26,26,2018,13000,500,0,7,3,1,,20,3,0,3,0,0.0384615384615385,329225.936170213,326179.12631579
Motorola Spotlight Player™,Entertainment,1,22508,Free,Everyone,Entertainment,2015-07-16,16,2015,3300,1e+07,0,7,,,4.2,26,3,0.0022508,,6.82060606060606,3030.30303030303,356413.698113208,109901.17827298
EO Hub,Business,1,0,Free,Teen,Business,2018-02-06,6,2018,5200,50,0,2,3,5,4.1,6,2,0,0.6,0,0.00961538461538462,17597.0037878788,17597.0037878788
Candy Pop Story,Family,1,12948,Free,Everyone,Casual,2018-05-24,24,2018,23000,1e+06,0,5,2,0,2.3,15,3,0.012948,0,0.56295652173913,43.4782608695652,64330.0062836625,610450.131944445
SCRABBLE,Game,0,172281,Free,Everyone,Word,2018-08-01,1,2018,50000,5e+06,0,8,5,27,4.1,8,1,0.0344562,0.185185185185185,3.44562,100,651322.235800344,148312.647058824
ABAI CE Scanner,Family,1,0,Free,Everyone,Education,2018-01-23,23,2018,4300,1000,0,1,1,3,4.1,15,3,0,0.333333333333333,0,0.232558139534884,64330.0062836625,33912.0745920746
EC Security,Lifestyle,1,13,Free,Everyone,Lifestyle,2017-05-09,9,2017,28000,1000,0,5,1,17,,11,2,0.013,0.0588235294117647,0.000464285714285714,0.0357142857142857,38441.6803652968,38441.6803652968
Skype Lite - Free Video Call & Chat,Communication,1,33053,Free,Everyone,Communication,2018-07-31,31,2018,22000,5e+06,0,7,1,,,35,8,0.0066106,,1.50240909090909,227.272727272727,1284007.25128205,1284007.25128205
DR CONTROL,Family,0,267,Free,Everyone,Entertainment,2017-03-08,8,2017,1500,10000,0,3,2,1,,10,2,0.0267,2,0.178,6.66666666666667,64330.0062836625,109901.17827298
Couch to 5K by RunDouble,Health_and_fitness,1,15674,Free,Everyone,Health & Fitness,2018-07-31,31,2018,6100,1e+06,0,7,4,5,4.1,24,5,0.015674,0.8,2.56950819672131,163.934426229508,59146.6588235294,58696.7965116279
BW-IVMS,Productivity,1,0,Free,Everyone,Productivity,2018-07-26,26,2018,17000,100,0,7,12,0,4.1,7,1,0,0,0,0.00588235294117647,152064.489270386,152064.489270386
U + professional baseball,Sports,1,2486,Free,Everyone,Sports,2018-07-30,30,2018,18000,5e+05,0,7,6,11,4.4,25,4,0.004972,0.545454545454545,0.138111111111111,27.7777777777778,102687.961904762,169652.671296296
Passenger rights,Travel_and_local,0,442,Free,Everyone,Travel & Local,2018-01-16,16,2018,2500,50000,0,1,1,1,,16,2,0.00884,1,0.1768,20,160462.488721805,160462.488721805
ESPN Fantasy Sports,Sports,0,176448,Free,Everyone,Sports,2017-11-21,21,2017,10000,5e+06,0,11,5,3,4.4,19,3,0.0352896,1.66666666666667,17.6448,500,102687.961904762,169652.671296296
Quadratic Equation Solver with Steps and Graphs,Family,1,513,Free,Everyone,Education,2017-12-14,14,2017,9800,50000,0,12,1,4,4,47,7,0.01026,0.25,0.0523469387755102,5.10204081632653,64330.0062836625,33912.0745920746
2048 BTS J Hope KPop Puzzle Game,Family,1,17,Free,Everyone,Puzzle,2017-09-26,26,2017,2400,1000,0,9,1,,,32,7,0.017,,0.00708333333333333,0.416666666666667,64330.0062836625,180459.85
Hymnes et Louanges,Books_and_reference,1,1877,Free,Everyone,Books & Reference,2017-03-21,21,2017,5700,1e+05,0,3,2,4,4.1,18,3,0.01877,0.5,0.329298245614035,17.5438596491228,49897.8571428571,49076.9917355372
BU Bookstore,Shopping,1,2,Free,Everyone,Shopping,2018-03-19,19,2018,7600,1000,0,3,3,0,4.1,12,2,0.002,0,0.000263157894736842,0.131578947368421,204691.669811321,204691.669811321
Yandex.Transport,Maps_and_navigation,0,126282,Free,Everyone,Maps & Navigation,2018-07-30,30,2018,,1e+07,0,7,5,7,4.1,16,1,0.0126282,0.714285714285714,,,48306.2567567568,48306.2567567568
BJ Foods,Business,1,3,Free,Everyone,Business,2018-02-07,7,2018,1500,10,0,2,2,7,4.1,8,2,0.3,0.285714285714286,0.002,0.00666666666666667,17597.0037878788,17597.0037878788
Upohar BD,Business,0,9,Free,Everyone,Business,2016-10-08,8,2016,1700,1000,0,10,1,0,3,9,2,0.009,0,0.00529411764705882,0.588235294117647,17597.0037878788,17597.0037878788
Extreme Motorbike Jump 3D,Family,0,94308,Free,Everyone,Simulation,2016-12-25,25,2016,79000,1e+07,0,12,4,2,,25,4,0.0094308,2,1.19377215189873,126.582278481013,64330.0062836625,105866.105263158
Xray Scanner Prank,Family,0,355837,Free,Everyone,Entertainment,2016-12-07,7,2016,3700,1e+07,0,12,14,0,2.3,18,3,0.0355837,0,96.1721621621622,2702.7027027027,64330.0062836625,109901.17827298
V Made,Books_and_reference,1,241,Free,Everyone,Books & Reference,2018-02-13,13,2018,20000,1e+05,0,2,1,0,,6,2,0.00241,0,0.01205,5,49897.8571428571,49076.9917355372
C B Patel Health Club,Health_and_fitness,1,5,Free,Everyone,Health & Fitness,2018-07-02,2,2018,14000,100,0,7,1,0,4.4,21,5,0.05,0,0.000357142857142857,0.00714285714285714,59146.6588235294,58696.7965116279
"Cymera Camera- Photo Editor, Filter,Collage,Layout",Photography,1,2418135,Free,Everyone,Photography,2018-07-12,12,2018,,1e+08,0,7,,,,50,5,0.02418135,,,,379773.567901235,379773.567901235
Fitbit,Health_and_fitness,0,357417,Free,Everyone,Health & Fitness,2018-07-26,26,2018,,1e+07,0,7,,,,6,1,0.0357417,,,,59146.6588235294,58696.7965116279
DG Smart life,Tools,0,14,Free,Everyone,Tools,2017-09-07,7,2017,28000,1000,0,9,1,0,4.1,13,3,0.014,0,5e-04,0.0357142857142857,300009.696252466,300009.696252466
Checkout 51: Grocery coupons,Shopping,1,52896,Free,Everyone,Shopping,2018-06-18,18,2018,,1e+07,0,6,,,,28,4,0.0052896,,,,204691.669811321,204691.669811321
World Travel Guide by Triposo,Travel_and_local,1,6012,Free,Everyone,Travel & Local,2018-03-05,5,2018,81000,5e+05,0,3,4,6,,29,5,0.012024,0.666666666666667,0.0742222222222222,6.17283950617284,160462.488721805,160462.488721805
PopStar,Family,1,13,Free,Everyone,Casual,2018-01-03,3,2018,5700,1000,0,1,1,6,4.3,7,1,0.013,0.166666666666667,0.00228070175438597,0.175438596491228,64330.0062836625,610450.131944445
Knightfall™ AR,Family,1,254,Free,Teen,Strategy,2018-03-17,17,2018,25000,10000,0,3,1,0,7,14,2,0.0254,0,0.01016,0.4,64330.0062836625,1495469.45614035
B&H Photo Video Pro Audio,Shopping,1,17180,Free,Everyone,Shopping,2018-08-03,3,2018,31000,1e+06,0,8,5,3,4.4,25,5,0.01718,1.66666666666667,0.554193548387097,32.258064516129,204691.669811321,204691.669811321
FBReader: Favorite Book Reader,Books_and_reference,1,203130,Free,Everyone,Books & Reference,2018-06-28,28,2018,,1e+07,0,6,,,,30,4,0.020313,,,,49897.8571428571,49076.9917355372
BD Sports Box & TV,Family,1,5,Free,Everyone,Entertainment,2018-04-13,13,2018,3300,500,0,4,1,1,,18,5,0.01,1,0.00151515151515152,0.151515151515152,64330.0062836625,109901.17827298
Gun AK 47,Family,1,3,Free,Everyone,Entertainment,2017-04-18,18,2017,6200,1000,0,4,1,0,2.3,9,3,0.003,0,0.000483870967741936,0.161290322580645,64330.0062836625,109901.17827298
DH Pineapple Poker OFC,Game,1,1878,Free,Teen,Casino,2017-11-09,9,2017,20000,1e+05,0,11,1,0,3,22,4,0.01878,0,0.0939,5,651322.235800344,166196.608695652
Modlitební knížka CZ,Books_and_reference,1,4,Free,Everyone,Books & Reference,2018-02-04,4,2018,18000,500,0,2,4,0,,20,3,0.008,0,0.000222222222222222,0.0277777777777778,49897.8571428571,49076.9917355372
GolfLogix GPS + Putt Breaks,Sports,0,11085,Free,Everyone,Sports,2018-06-21,21,2018,61000,1e+06,0,6,8,9,,27,5,0.011085,0.888888888888889,0.18172131147541,16.3934426229508,102687.961904762,169652.671296296
eBiblio,Libraries_and_demo,0,2907,Free,Everyone,Libraries & Demo,2018-06-22,22,2018,,50000,0,6,,,,7,1,0.05814,,,,15650.9591836735,15650.9591836735
Egg Baby,Family,1,351607,Free,Everyone 10+,Casual,2016-06-29,29,2016,8700,5e+06,0,6,1,26,,8,2,0.0703214,0.0384615384615385,40.4145977011494,574.712643678161,64330.0062836625,610450.131944445
ESLock File Recovery Lite,Productivity,0,460,Free,Everyone,Productivity,2016-01-05,5,2016,161,50000,0,1,1,5,,25,4,0.0092,0.2,2.85714285714286,310.55900621118,152064.489270386,152064.489270386
Synd e-Passbook,Finance,1,9400,Free,Everyone,Finance,2016-05-12,12,2016,6100,1e+06,0,5,1,9,2.2,15,2,0.0094,0.111111111111111,1.54098360655738,163.934426229508,44660.4509803922,44660.4509803922
TI-84 CE Graphing Calculator Manual TI 84,Family,1,1,Paid,Everyone,Education,2018-03-28,28,2018,27000,100,4.99,3,1,5,4.1,41,7,0.01,0.2,3.7037037037037e-05,0.0037037037037037,64330.0062836625,33912.0745920746
SuperPhoto - Effects & Filters,Photography,1,43296,Free,Everyone,Photography,2017-09-20,20,2017,,5e+06,0,9,,,,30,5,0.0086592,,,,379773.567901235,379773.567901235
VMAX IP Plus Mobile Client,Business,0,9,Free,Everyone,Business,2017-06-09,9,2017,3400,1000,0,6,1,1,2.3,26,5,0.009,1,0.00264705882352941,0.294117647058824,17597.0037878788,17597.0037878788
Basket Manager 2016 Pro,Sports,1,117,Paid,Everyone,Sports,2017-02-09,9,2017,4400,1000,0.99,2,2,9,4.1,23,4,0.117,0.222222222222222,0.0265909090909091,0.227272727272727,102687.961904762,169652.671296296
Beast of Lycan Isle CE,Family,1,2683,Free,Everyone 10+,Casual,2014-01-23,23,2014,20000,50000,0,1,1,0,2.3,22,5,0.05366,0,0.13415,2.5,64330.0062836625,610450.131944445
WiFi-o-Matic,Productivity,0,736,Free,Everyone,Productivity,2018-02-01,1,2018,6800,50000,0,2,1,,4.1,12,1,0.01472,,0.108235294117647,7.35294117647059,152064.489270386,152064.489270386
Maps & GPS Navigation OsmAnd+,Travel_and_local,1,15209,Paid,Everyone,Travel & Local,2018-08-01,1,2018,,1e+05,8.99,8,,,,29,5,0.15209,,,,160462.488721805,160462.488721805
2ndLine - Second Phone Number,Communication,1,15880,Free,Everyone,Communication,2018-08-03,3,2018,32000,1e+06,0,8,5,,4,29,5,0.01588,,0.49625,31.25,1284007.25128205,1284007.25128205
AB Mobile App,Health_and_fitness,0,2105,Free,Everyone,Health & Fitness,2017-08-21,21,2017,8200,1e+05,0,8,2,1,,13,3,0.02105,2,0.256707317073171,12.1951219512195,59146.6588235294,58696.7965116279
The Sims™ Mobile,Family,1,559597,Free,Teen,Simulation,2018-07-26,26,2018,89000,1e+07,0,7,11,1,4.1,16,3,0.0559597,11,6.28760674157303,112.359550561798,64330.0062836625,105866.105263158
Dr.Web Security Space,Tools,1,594406,Free,Everyone,Tools,2018-07-20,20,2018,,1e+07,0,7,,,,21,3,0.0594406,,,,300009.696252466,300009.696252466
Tinder,Lifestyle,0,2789775,Free,Mature 17+,Lifestyle,2018-08-02,2,2018,68000,1e+08,0,8,9,5,4.4,6,1,0.02789775,1.8,41.0261029411765,1470.58823529412,38441.6803652968,38441.6803652968
Theme Android P Black for LG G7 & V35,Personalization,1,5,Paid,Everyone,Personalization,2018-07-31,31,2018,4300,100,1.49,7,1,3,7,37,9,0.05,0.333333333333333,0.00116279069767442,0.0232558139534884,131428.547169811,131428.547169811
EG Tax Service,Finance,1,1,Free,Everyone,Finance,2018-04-23,23,2018,38000,100,0,4,1,0,4.1,14,3,0.01,0,2.63157894736842e-05,0.00263157894736842,44660.4509803922,44660.4509803922
Dp For Whatsapp,Social,1,39,Free,Everyone,Social,2017-04-13,13,2017,12000,5000,0,4,1,0,,15,3,0.0078,0,0.00325,0.416666666666667,1290707.14925373,1290707.14925373
New Holland Agriculture T5 EC,Productivity,1,12,Free,Everyone,Productivity,2017-02-24,24,2017,15000,1000,0,2,1,2,,29,5,0.012,0.5,8e-04,0.0666666666666667,152064.489270386,152064.489270386
Simple Photo BG Changer,Tools,1,1,Free,Everyone,Tools,2018-06-08,8,2018,5100,10,0,6,1,0,2.3,23,4,0.1,0,0.000196078431372549,0.00196078431372549,300009.696252466,300009.696252466
Portal AR - Step Into Scotland,Travel_and_local,0,25,Free,Everyone,Travel & Local,2018-06-04,4,2018,43000,5000,0,6,1,4,7,30,6,0.005,0.25,0.000581395348837209,0.116279069767442,160462.488721805,160462.488721805
Lord Fairfax EMS Council,Medical,1,0,Free,Everyone,Medical,2018-07-17,17,2018,30000,50,0,7,1,,,24,4,0,,0,0.00166666666666667,2982.98023715415,2982.98023715415
MadLipz,Family,1,171017,Free,Teen,Entertainment,2018-07-22,22,2018,13000,1e+07,0,7,2,2,4.4,7,1,0.0171017,1,13.1551538461538,769.230769230769,64330.0062836625,109901.17827298
South Florida AA Meetings,Lifestyle,1,10,Free,Everyone,Lifestyle,2018-05-24,24,2018,21000,1000,0,5,2,18,4.1,25,4,0.01,0.111111111111111,0.000476190476190476,0.0476190476190476,38441.6803652968,38441.6803652968
"AY Recorder - Screen Recorder, Live, Video Editor",Tools,1,12,Free,Everyone,Tools,2017-05-15,15,2017,3800,500,0,5,2,2,5,49,8,0.024,1,0.00315789473684211,0.131578947368421,300009.696252466,300009.696252466
CB Edits PNG & CB Backgrounds,Photography,1,17,Free,Everyone,Photography,2018-07-20,20,2018,3400,5000,0,7,1,0,4.1,29,6,0.0034,0,0.005,1.47058823529412,379773.567901235,379773.567901235
BS Chopper,Game,1,0,Free,Everyone,Racing,2017-10-05,5,2017,41000,100,0,10,1,0,4.1,10,2,0,0,0,0.0024390243902439,651322.235800344,602320.983050848
AX Video Player,Video_players,1,569,Free,Everyone,Video Players & Editors,2015-11-11,11,2015,2600,50000,0,11,1,0,3,15,3,0.01138,0,0.218846153846154,19.2307692307692,329225.936170213,326179.12631579
Lesbian Chat & Dating - SPICY,Social,1,63765,Free,Mature 17+,Social,2018-07-31,31,2018,11000,1e+06,0,7,4,17,4.1,29,6,0.063765,0.235294117647059,5.79681818181818,90.9090909090909,1290707.14925373,1290707.14925373
Learn Morse Code - G0HYN Learn Morse,Communication,0,27,Free,Everyone,Communication,2018-05-08,8,2018,600,5000,0,5,5,0,2.2,36,7,0.0054,0,0.045,8.33333333333333,1284007.25128205,1284007.25128205
Dr. D.K. Olukoya Sermons,Lifestyle,1,1,Free,Everyone,Lifestyle,2017-09-26,26,2017,3000,100,0,9,1,0,4,24,4,0.01,0,0.000333333333333333,0.0333333333333333,38441.6803652968,38441.6803652968
DM Accounting and Payroll,Finance,1,0,Free,Everyone,Finance,2017-09-27,27,2017,92000,100,0,9,4,0,5,25,4,0,0,0,0.00108695652173913,44660.4509803922,44660.4509803922
Classic Calculator,Tools,0,85659,Free,Everyone,Tools,2018-02-25,25,2018,27000,5e+06,0,2,1,,3,18,2,0.0171318,,3.17255555555556,185.185185185185,300009.696252466,300009.696252466
Learn R Programming Free EBook,Family,1,1,Free,Everyone,Education,2018-03-23,23,2018,5700,50,0,3,1,0,4,30,5,0.02,0,0.000175438596491228,0.0087719298245614,64330.0062836625,33912.0745920746
Sona - Nær við allastaðni,Lifestyle,1,31,Free,Everyone,Lifestyle,2018-08-02,2,2018,25000,1000,0,8,1,6,4.4,25,5,0.031,0.166666666666667,0.00124,0.04,38441.6803652968,38441.6803652968
BJ card game blackjack,Game,1,3,Free,Teen,Card,2016-12-02,2,2016,21000,500,0,12,1,0,2.3,22,4,0.006,0,0.000142857142857143,0.0238095238095238,651322.235800344,187139.371428571
Card Wars Kingdom,Family,1,920571,Free,Everyone 10+,Card,2017-01-17,17,2017,28000,1e+07,0,1,1,0,,17,3,0.0920571,0,32.8775357142857,357.142857142857,64330.0062836625,187139.371428571
STARDOM: THE A-LIST,Game,1,152658,Free,Teen,Adventure,2014-09-12,12,2014,29000,1e+06,0,9,2,1,2.1,19,3,0.152658,2,5.26406896551724,34.4827586206897,651322.235800344,350283.321428571
CS go bomb simulator,Family,1,7,Paid,Everyone,Casual,2018-05-21,21,2018,28000,10,0.99,5,1,1,4.1,20,4,0.7,1,0.00025,0.000357142857142857,64330.0062836625,610450.131944445
AC Remote For LG,Tools,0,1298,Free,Everyone,Tools,2018-02-20,20,2018,3400,1e+05,0,2,1,0,4,16,4,0.01298,0,0.381764705882353,29.4117647058824,300009.696252466,300009.696252466
DQSalmaan - A fan made App,Family,1,707,Free,Everyone,Entertainment,2018-02-04,4,2018,6000,10000,0,2,1,5,4.1,26,6,0.0707,0.2,0.117833333333333,1.66666666666667,64330.0062836625,109901.17827298
Destroy Gunners Σ,Game,1,10786,Free,Everyone,Arcade,2017-01-14,14,2017,21000,1e+06,0,1,1,2,,17,3,0.010786,0.5,0.513619047619048,47.6190476190476,651322.235800344,337298.201754386
BL Carrier,Business,1,0,Free,Everyone,Business,2018-07-27,27,2018,11000,10,0,7,5,0,,10,2,0,0,0,0.000909090909090909,17597.0037878788,17597.0037878788
Talking Tom Bubble Shooter,Family,1,687136,Free,Everyone,Casual,2018-05-25,25,2018,54000,5e+07,0,5,1,5,4.1,26,4,0.01374272,0.2,12.7247407407407,925.925925925926,64330.0062836625,610450.131944445
Restaurant Inspections - FL,Health_and_fitness,0,143,Free,Everyone,Health & Fitness,2013-06-12,12,2013,226,10000,0,6,1,1,2.2,27,4,0.0143,1,0.632743362831858,44.2477876106195,59146.6588235294,58696.7965116279
English with Lingualeo,Education,1,254519,Free,Everyone,Education,2018-07-20,20,2018,27000,5e+06,0,7,2,8,4.1,22,3,0.0509038,0.25,9.42662962962963,185.185185185185,154339.301369863,33912.0745920746
DREAM-e: Dream Analysis A.I.,Lifestyle,0,89,Free,Everyone,Lifestyle,2013-02-18,18,2013,939,10000,0,2,2,3,2.1,28,4,0.0089,0.666666666666667,0.0947816826411076,10.6496272630458,38441.6803652968,38441.6803652968
Football Live Scores,Sports,1,107724,Free,Everyone,Sports,2018-07-31,31,2018,6500,5e+06,0,7,,0,4,20,3,0.0215448,,16.5729230769231,769.230769230769,102687.961904762,169652.671296296
Arab Halls - For Wedding & Events,Events,1,28,Free,Everyone,Events,2018-05-20,20,2018,6300,1000,0,5,8,,4.1,33,7,0.028,,0.00444444444444444,0.158730158730159,3103.18421052632,3103.18421052632
B R COACHINGS,Family,1,1,Free,Everyone,Education,2018-07-12,12,2018,9200,10,0,7,1,0,4.4,13,3,0.1,0,0.000108695652173913,0.00108695652173913,64330.0062836625,33912.0745920746
Univision NOW - Live TV and On Demand,Entertainment,0,22998,Free,Teen,Entertainment,2018-06-27,27,2018,,1e+06,0,6,8,,,37,8,0.022998,,,,356413.698113208,109901.17827298
File Ex - ES File Explorer,Tools,1,24,Free,Everyone,Tools,2017-12-27,27,2017,5000,1000,0,12,1,1,4.2,26,6,0.024,1,0.0048,0.2,300009.696252466,300009.696252466
EY Staff ENTERTAINER,Lifestyle,1,218,Free,Everyone,Lifestyle,2017-01-16,16,2017,19000,10000,0,1,1,0,2.3,20,3,0.0218,0,0.0114736842105263,0.526315789473684,38441.6803652968,38441.6803652968
SurfEasy Secure Android VPN,Tools,1,273283,Free,Everyone,Tools,2018-07-11,11,2018,22000,5e+06,0,7,4,1,,27,4,0.0546566,4,12.4219545454545,227.272727272727,300009.696252466,300009.696252466
Android P Launcher 9.0 launcher,Tools,0,164,Free,Everyone,Tools,2018-04-23,23,2018,2300,10000,0,4,1,0,5,31,5,0.0164,0,0.071304347826087,4.34782608695652,300009.696252466,300009.696252466
